layer,bin_x,bin_y,s1_mean,s1_std,s2_mean,s2_std,s3_mean,s3_std,s3_max,s4_mean,s4_std,s5_mean,s5_std,porosity,spatter,super_elevation
1,0,1,0.11927278156747927,0.0031816014234678164,90.19029576677096,1.8423994245568729,1279.898111018404,44.99910557499001,1374.1557520949998,0.5399233340941494,0.30748455007461206,131.43414290494425,5.0441803207661255,1,0,0
1,0,2,0.11927278156747927,0.0031816014234678164,90.19029576677096,1.8423994245568729,1283.3942356239688,48.808453587255585,1432.1502139145603,0.5051204684979278,0.31118936839758504,131.43414290494425,5.0441803207661255,1,0,0
1,0,3,0.11927278156747927,0.0031816014234678164,90.19029576677096,1.8423994245568729,1270.863512976495,53.405619971922306,1383.2186763295713,0.5374849706775455,0.30788433655337905,131.43414290494425,5.0441803207661255,1,0,0
1,1,0,0.12004613907617552,0.0026129030141642867,89.36244801021454,2.5040086216976665,1278.2582538791223,50.26904601695448,1365.2978410949336,0.5026262273717188,0.3149649160801137,125.83910025368834,4.1896039701899355,1,0,0
1,1,1,0.12004613907617552,0.0026129030141642867,89.36244801021454,2.5040086216976665,1284.3741849182934,46.57585772261788,1427.7711448200391,0.5470662205456616,0.3063627523703119,125.83910025368834,4.1896039701899355,1,0,0
1,1,2,0.12004613907617552,0.0026129030141642867,89.36244801021454,2.5040086216976665,1294.8630087646143,51.855378540532286,1426.1862339555755,0.5166970487213776,0.32422714643902084,125.83910025368834,4.1896039701899355,1,0,0
1,1,3,0.12004613907617552,0.0026129030141642867,89.36244801021454,2.5040086216976665,1289.3806082455249,53.86468471414371,1412.154291774984,0.5358377495300908,0.3154990370399651,125.83910025368834,4.1896039701899355,1,0,0
1,2,0,0.11712738178952917,0.002904775531697589,91.61283734360947,2.0758420307305507,1280.9582011151242,51.28987745207051,1376.8531940787213,0.520629019639901,0.31162807988646524,126.94073856386731,5.629849084979926,1,0,0
1,2,1,0.11712738178952917,0.002904775531697589,91.61283734360947,2.0758420307305507,1292.7462769758365,56.00195522513121,1402.919654750157,0.5315615189546196,0.32029685502067545,126.94073856386731,5.629849084979926,1,0,0
1,2,2,0.11712738178952917,0.002904775531697589,91.61283734360947,2.0758420307305507,1278.2251932429372,46.84712955875143,1397.59827299415,0.5196898456984826,0.3088593148568733,126.94073856386731,5.629849084979926,1,0,0
1,2,3,0.11712738178952917,0.002904775531697589,91.61283734360947,2.0758420307305507,1286.8828663579975,54.680097081289134,1416.334309006833,0.532510346181464,0.30935501153565587,126.94073856386731,5.629849084979926,1,0,0
1,3,0,0.1176790073952662,0.003100278595550149,89.92333841859737,1.8742458354987837,1295.8484385818847,60.293627019638734,1443.8620387517803,0.4757519253017277,0.312137431310152,126.82804722605655,6.698693631379141,1,0,0
1,3,1,0.1176790073952662,0.003100278595550149,89.92333841859737,1.8742458354987837,1284.4759531483248,53.475965480392716,1423.2659987257057,0.491246376348612,0.3173557146347064,126.82804722605655,6.698693631379141,1,0,0
1,3,2,0.1176790073952662,0.003100278595550149,89.92333841859737,1.8742458354987837,1290.377477935414,56.001495031697395,1420.011517886616,0.5233707000421342,0.3134462901761414,126.82804722605655,6.698693631379141,1,0,0
1,3,3,0.1176790073952662,0.003100278595550149,89.92333841859737,1.8742458354987837,1285.8432870906313,59.070601042160284,1426.5448323144924,0.5371257620873013,0.31254631994522925,126.82804722605655,6.698693631379141,1,0,0
2,0,0,0.10114242275430288,0.0026940204751190835,88.76862738100682,1.1095786958781437,1676.91875186855,51.36420639388482,1795.7020377388874,0.6712912232669914,0.23454504832882322,206.6357349533771,7.6206518910923515,1,0,0
2,0,1,0.10114242275430288,0.0026940204751190835,88.76862738100682,1.1095786958781437,1665.4502338999073,57.09274255621654,1786.6848231937824,0.6996387272214261,0.20201848418913904,206.6357349533771,7.6206518910923515,1,0,0
2,0,2,0.10114242275430288,0.0026940204751190835,88.76862738100682,1.1095786958781437,1673.0587265693296,47.45897978578126,1764.679285915609,0.6559483927872705,0.2507226953247187,206.6357349533771,7.6206518910923515,1,0,0
2,0,3,0.10114242275430288,0.0026940204751190835,88.76862738100682,1.1095786958781437,1660.909013305004,61.662429483542574,1796.6780098936101,0.7207568679369287,0.17775026102767824,206.6357349533771,7.6206518910923515,1,0,0
2,1,0,0.09830479039354778,0.0024112060560008267,88.08542666260328,1.1124753580195272,1664.7888807907966,54.55620007190854,1783.7394601997455,0.7156158895490494,0.1895101028883709,207.4468134178002,5.387039028654147,1,0,0
2,1,1,0.09830479039354778,0.0024112060560008267,88.08542666260328,1.1124753580195272,1664.1856405869273,49.44986580770949,1775.7093665221907,0.6668129923420456,0.23308423352782867,207.4468134178002,5.387039028654147,1,0,0
2,1,2,0.09830479039354778,0.0024112060560008267,88.08542666260328,1.1124753580195272,1667.3907303940377,55.65152742254071,1804.5247750884237,0.7349787999290575,0.17266901121581607,207.4468134178002,5.387039028654147,1,0,0
2,1,3,0.09830479039354778,0.0024112060560008267,88.08542666260328,1.1124753580195272,1674.2361452372409,50.27459616378073,1818.5990455155911,0.650105248469176,0.24624307424826333,207.4468134178002,5.387039028654147,1,0,0
2,2,0,0.09967618870638859,0.0031344118768670123,87.10205575141097,2.15834748134778,1674.2135914328069,52.87480073658995,1783.8256751467434,0.7102290905942888,0.20424772521960027,204.13652137022785,3.231029223317705,1,0,0
2,2,1,0.09967618870638859,0.0031344118768670123,87.10205575141097,2.15834748134778,1722.9294720123717,109.12005974833978,1987.8314819094132,0.7268508575887762,0.20742620693831398,204.13652137022785,3.231029223317705,1,0,1
2,2,2,0.09967618870638859,0.0031344118768670123,87.10205575141097,2.15834748134778,1677.915056816978,60.819811182966895,1812.537359752983,0.6825767839605306,0.23261125474749852,204.13652137022785,3.231029223317705,1,0,0
2,2,3,0.09967618870638859,0.0031344118768670123,87.10205575141097,2.15834748134778,1670.2342699122037,51.97628104738705,1769.3417758537657,0.7099020213040705,0.19610099234617343,204.13652137022785,3.231029223317705,1,0,0
2,3,0,0.09939671425420706,0.0034597232198046004,87.57875086499753,1.4845184542555168,1663.6974286616692,52.52831507427094,1792.8320929462666,0.7048088625444064,0.19598537562094773,201.64803222189548,6.199491439680063,1,0,0
2,3,1,0.09939671425420706,0.0034597232198046004,87.57875086499753,1.4845184542555168,1679.4023489970632,56.554048116579025,1805.0642963359508,0.6569403552841555,0.25250928357601066,201.64803222189548,6.199491439680063,1,0,0
2,3,2,0.09939671425420706,0.0034597232198046004,87.57875086499753,1.4845184542555168,1684.7619380491074,50.682372691733335,1829.5881789555206,0.7316561661827219,0.18018424847140066,201.64803222189548,6.199491439680063,1,0,0
2,3,3,0.09939671425420706,0.0034597232198046004,87.57875086499753,1.4845184542555168,1664.9959135635709,52.1308749645395,1774.1534227896698,0.6520053744549444,0.25194072123298905,201.64803222189548,6.199491439680063,1,0,0
3,0,0,0.011725832924050352,0.0027674748704165702,80.61025885439776,2.133334163205133,1453.4513074907532,54.33728409830144,1567.0702520854911,0.7089570828307086,0.23025893854775864,162.85025385603217,4.582079412148091,1,0,0
3,0,1,0.011725832924050352,0.0027674748704165702,80.61025885439776,2.133334163205133,1440.9742450545095,59.32638999813976,1588.2578400714247,0.644510946392918,0.263901287357358,162.85025385603217,4.582079412148091,1,0,0
3,0,2,0.011725832924050352,0.0027674748704165702,80.61025885439776,2.133334163205133,1448.1292745561009,56.983627513589994,1590.9344760046781,0.6749078579778316,0.2545981653230798,162.85025385603217,4.582079412148091,1,0,0
3,0,3,0.011725832924050352,0.0027674748704165702,80.61025885439776,2.133334163205133,1445.4598546213886,45.29407971916884,1554.6256710876296,0.7100356471902391,0.2229124662516464,162.85025385603217,4.582079412148091,1,0,0
3,1,0,0.0100510859498875,0.0031880593506128678,81.26455214130786,1.5725313400451468,1448.4418220796579,59.394397843423,1596.2394179243583,0.6123475692842714,0.27841891853819045,160.53270923445578,6.8248840148172425,1,0,0
3,1,1,0.0100510859498875,0.0031880593506128678,81.26455214130786,1.5725313400451468,1453.2791757804748,60.86673807203658,1612.6082738506627,0.4973599638857057,0.31434147267625684,160.53270923445578,6.8248840148172425,1,0,0
3,1,2,0.0100510859498875,0.0031880593506128678,81.26455214130786,1.5725313400451468,1453.658427835212,49.53647282405943,1557.9030106887606,0.559280643335615,0.307970460890914,160.53270923445578,6.8248840148172425,1,0,0
3,1,3,0.0100510859498875,0.0031880593506128678,81.26455214130786,1.5725313400451468,1453.1210327852746,61.58115067155425,1589.4630483609992,0.6546371198862474,0.26863665754643046,160.53270923445578,6.8248840148172425,1,0,0
3,2,0,0.010343620264337616,0.0031085504415805654,81.73504007320437,1.3450913768469988,1443.955398622954,53.172521974168006,1574.0466349673527,0.7037834971156871,0.2240542600943948,158.4372427333939,6.779847148736488,1,0,0
3,2,1,0.010343620264337616,0.0031085504415805654,81.73504007320437,1.3450913768469988,1443.3184366522942,57.882380127293764,1575.1125938773596,0.6498903996604426,0.2720748799544517,158.4372427333939,6.779847148736488,1,0,0
3,2,2,0.010343620264337616,0.0031085504415805654,81.73504007320437,1.3450913768469988,1458.9404576575669,51.91154920242455,1571.889239714196,0.680233314471349,0.2532089162701912,158.4372427333939,6.779847148736488,1,0,0
3,2,3,0.010343620264337616,0.0031085504415805654,81.73504007320437,1.3450913768469988,1460.7413308393163,59.790848646542884,1620.1396698518527,0.7287509701966569,0.20539035775989742,158.4372427333939,6.779847148736488,1,0,0
3,3,0,0.009564738156078983,0.001968636216133776,81.8731774972684,1.861662679736739,1454.870836103442,50.59114558694374,1580.3625119495052,0.7152981848405338,0.2285435311242759,156.92020236065028,4.610407399437804,1,0,0
3,3,1,0.009564738156078983,0.001968636216133776,81.8731774972684,1.861662679736739,1447.121204302223,51.09883530021182,1539.9958304171753,0.6454802050042128,0.2695194939297473,156.92020236065028,4.610407399437804,1,0,0
3,3,2,0.009564738156078983,0.001968636216133776,81.8731774972684,1.861662679736739,1449.2158156319638,50.34538910199553,1594.215131279977,0.6698954536763795,0.25448517757207534,156.92020236065028,4.610407399437804,1,0,0
3,3,3,0.009564738156078983,0.001968636216133776,81.8731774972684,1.861662679736739,1449.6398657347659,48.60222058347332,1636.6970664531211,0.7234640384170838,0.20144001727525201,156.92020236065028,4.610407399437804,1,0,0
4,0,0,0.02318452039689726,0.0020127988541464737,81.88218189154874,1.8610874248550502,1536.3144065647812,51.487828079695845,1654.7801759811537,0.5459201526880841,0.3081355162860173,179.07840524491976,5.885297529304098,0,0,0
4,0,1,0.02318452039689726,0.0020127988541464737,81.88218189154874,1.8610874248550502,1524.948642131184,51.56349974317161,1663.6152198048376,0.508517374428599,0.3089576972084561,179.07840524491976,5.885297529304098,0,0,0
4,0,2,0.02318452039689726,0.0020127988541464737,81.88218189154874,1.8610874248550502,1526.4766738775038,57.3269276555701,1640.628267882317,0.5226974040959089,0.31072363328417624,179.07840524491976,5.885297529304098,0,0,0
4,0,3,0.02318452039689726,0.0020127988541464737,81.88218189154874,1.8610874248550502,1533.05040421231,57.86291465882899,1641.3931065139052,0.41895365259296746,0.305198921261817,179.07840524491976,5.885297529304098,0,0,0
4,1,0,0.022666623367249533,0.0022619145113769476,82.2178039835754,1.6051429676165,1529.3110954976223,54.7243129480155,1697.940182951178,0.5389351186838707,0.3100661100760672,176.92691914132624,10.042365953759152,0,0,0
4,1,1,0.022666623367249533,0.0022619145113769476,82.2178039835754,1.6051429676165,1538.7338016057788,50.171693287513726,1656.0450394310956,0.5147370191196218,0.31549011919994796,176.92691914132624,10.042365953759152,0,0,0
4,1,2,0.022666623367249533,0.0022619145113769476,82.2178039835754,1.6051429676165,1532.9811429405527,48.390701379900456,1642.587784004461,0.5558564890903261,0.30360421149354466,176.92691914132624,10.042365953759152,0,0,0
4,1,3,0.022666623367249533,0.0022619145113769476,82.2178039835754,1.6051429676165,1536.5814873477823,54.62933740859133,1684.109395644647,0.5020458500566916,0.3140136551331679,176.92691914132624,10.042365953759152,0,0,0
4,2,0,0.020994049230802114,0.0024787389804122126,82.27314310412035,1.8052209231471479,1523.4498963480949,48.88029118046576,1642.6052507336462,0.5458935498977049,0.31535038531150145,177.1917948607604,7.0679473716951655,0,0,0
4,2,1,0.020994049230802114,0.0024787389804122126,82.27314310412035,1.8052209231471479,1524.326176082216,61.00031572565561,1644.1627836192959,0.5167614498553075,0.3114355256270786,177.1917948607604,7.0679473716951655,0,0,0
4,2,2,0.020994049230802114,0.0024787389804122126,82.27314310412035,1.8052209231471479,1531.1966888095187,50.54776888051415,1653.952270256023,0.5623849617322229,0.3132491458271432,177.1917948607604,7.0679473716951655,0,0,0
4,2,3,0.020994049230802114,0.0024787389804122126,82.27314310412035,1.8052209231471479,1525.832864767358,46.99844212309728,1630.6490676745013,0.49111964814293063,0.3114375451358142,177.1917948607604,7.0679473716951655,0,0,0
4,3,0,0.022029171765474802,0.002544002164614214,81.99538942707262,2.164403561040013,1536.0630897548015,56.46827480062441,1669.297423080684,0.5552363116495727,0.31836855918444895,176.3782069506532,6.085807627059973,0,0,0
4,3,1,0.022029171765474802,0.002544002164614214,81.99538942707262,2.164403561040013,1530.8893912841634,54.147090656055575,1617.3053733672052,0.5148644073811697,0.3092057603605492,176.3782069506532,6.085807627059973,0,0,0
4,3,2,0.022029171765474802,0.002544002164614214,81.99538942707262,2.164403561040013,1524.4952808354933,57.2355082795822,1656.7200694798541,0.5609735692116078,0.296919783748157,176.3782069506532,6.085807627059973,0,0,0
4,3,3,0.022029171765474802,0.002544002164614214,81.99538942707262,2.164403561040013,1545.1001997692529,52.55115076170863,1655.2957421012416,0.5036652578897033,0.3149387002124064,176.3782069506532,6.085807627059973,0,0,0
5,0,0,0.1640592978579492,0.002076539085129251,80.2441049987473,1.8520356575490444,1605.0750918852195,53.95108580859552,1742.1107432697193,0.5231436985557746,0.31996108866470957,192.39350874919694,5.496448120227377,1,0,0
5,0,1,0.1640592978579492,0.002076539085129251,80.2441049987473,1.8520356575490444,1606.1506564616275,49.27388405758776,1697.964864997245,0.5694381497099181,0.3110585650612242,192.39350874919694,5.496448120227377,1,0,0
5,0,2,0.1640592978579492,0.002076539085129251,80.2441049987473,1.8520356575490444,1610.3725843342675,54.48747459852794,1724.9009234088326,0.5568277548664595,0.3063639782952021,192.39350874919694,5.496448120227377,1,0,0
5,0,3,0.1640592978579492,0.002076539085129251,80.2441049987473,1.8520356575490444,1604.0442956525844,48.852581388486854,1721.197205148175,0.5514226551141852,0.29790283836441067,192.39350874919694,5.496448120227377,1,0,0
5,1,0,0.16307531192990016,0.0010859738046270048,81.51308843562008,1.5068491600672846,1604.6856798438534,53.94374618223388,1728.574125456443,0.5662148467938468,0.3098882753822788,188.64870455448238,5.371243058219875,1,0,0
5,1,1,0.16307531192990016,0.0010859738046270048,81.51308843562008,1.5068491600672846,1602.9066334980555,58.040589343388135,1731.2262545721646,0.5705823376418313,0.30554617319522615,188.64870455448238,5.371243058219875,1,0,0
5,1,2,0.16307531192990016,0.0010859738046270048,81.51308843562008,1.5068491600672846,1614.7021022666977,55.094093367947416,1793.969312658265,0.5590921205718109,0.3025391785990983,188.64870455448238,5.371243058219875,1,0,0
5,1,3,0.16307531192990016,0.0010859738046270048,81.51308843562008,1.5068491600672846,1594.4393047669296,55.429948267248704,1693.2254045136476,0.5638676785072352,0.29599792044669776,188.64870455448238,5.371243058219875,1,0,0
5,2,0,0.16173893204510065,0.0016935213494942397,80.38078509781971,1.8428539076690045,1599.6712712819385,50.78837799456861,1697.3946542292883,0.5617813556802302,0.3075325999987866,188.33392404886865,4.653022887604424,1,0,0
5,2,1,0.16173893204510065,0.0016935213494942397,80.38078509781971,1.8428539076690045,1598.7874543577536,48.23900148423658,1709.0469750700172,0.5551342092901068,0.30698470264814387,188.33392404886865,4.653022887604424,1,0,0
5,2,2,0.16173893204510065,0.0016935213494942397,80.38078509781971,1.8428539076690045,1601.2343703001618,52.97697882328391,1717.232106297619,0.5701180113148272,0.2906677203176898,188.33392404886865,4.653022887604424,1,0,0
5,2,3,0.16173893204510065,0.0016935213494942397,80.38078509781971,1.8428539076690045,1595.878719240948,57.390837953940945,1726.3698907268856,0.5699186565209047,0.3062859279297668,188.33392404886865,4.653022887604424,1,0,0
5,3,0,0.16357179461651658,0.004112455037367308,81.0235835284897,1.4949032913122564,1600.7184155079976,56.820361993299485,1782.061547972286,0.553985632747716,0.30842231654448476,188.97997956075187,8.4725568697406,1,0,0
5,3,1,0.16357179461651658,0.004112455037367308,81.0235835284897,1.4949032913122564,1591.5146796563938,55.66531521811154,1741.639783467246,0.561034975029032,0.29840670024500604,188.97997956075187,8.4725568697406,1,0,0
5,3,2,0.16357179461651658,0.004112455037367308,81.0235835284897,1.4949032913122564,1609.9817532470909,62.43383185143749,1763.4700510987045,0.5550546586938763,0.30419418985130076,188.97997956075187,8.4725568697406,1,0,0
5,3,3,0.16357179461651658,0.004112455037367308,81.0235835284897,1.4949032913122564,1600.083911700326,63.649025273270944,1805.4214546328144,0.5451347163427696,0.30312106408241457,188.97997956075187,8.4725568697406,1,0,0
6,0,0,0.014176255864880954,0.0033972635007277884,87.84154582570433,1.8401875035865245,1425.5470900443054,56.79743683054593,1576.2006308496361,0.6182056867891605,0.30888339043049234,157.65139496510994,4.167045491017201,1,0,0
6,0,1,0.014176255864880954,0.0033972635007277884,87.84154582570433,1.8401875035865245,1412.0343504675202,64.31465105621528,1523.4959928915569,0.6082999625542118,0.288786256518747,157.65139496510994,4.167045491017201,1,0,0
6,0,2,0.014176255864880954,0.0033972635007277884,87.84154582570433,1.8401875035865245,1413.1171798970581,57.27274151418853,1557.9470978795407,0.6032049594095483,0.30186937548573917,157.65139496510994,4.167045491017201,1,0,0
6,0,3,0.014176255864880954,0.0033972635007277884,87.84154582570433,1.8401875035865245,1411.4382213339945,61.30143430594502,1552.1490035391926,0.6044023257941573,0.29658384693445533,157.65139496510994,4.167045491017201,1,0,0
6,1,0,0.013085463988781812,0.00233734557011058,88.5668553853548,1.4881606592346557,1423.8094421905741,58.51773609579046,1538.519656590323,0.6224562891516277,0.28519497944384814,152.18337977274996,3.7724130041686097,1,0,0
6,1,1,0.013085463988781812,0.00233734557011058,88.5668553853548,1.4881606592346557,1408.9217986930844,49.02174695714774,1516.0260682189385,0.6224715988570124,0.2904679126114492,152.18337977274996,3.7724130041686097,1,0,0
6,1,2,0.013085463988781812,0.00233734557011058,88.5668553853548,1.4881606592346557,1408.700033156013,54.886277474169,1553.2024817824263,0.6068686275396812,0.29483981794829556,152.18337977274996,3.7724130041686097,1,0,0
6,1,3,0.013085463988781812,0.00233734557011058,88.5668553853548,1.4881606592346557,1423.9393660197074,53.799999790141875,1540.4865760181679,0.6019367561901935,0.3089412223130769,152.18337977274996,3.7724130041686097,1,0,0
6,2,0,0.01336348389156565,0.0035718594907180796,87.5946557836595,1.6001225074107142,1424.1865113130339,61.76863857113666,1572.3959932588011,0.6178187520559746,0.2955231279732328,152.26182797264693,5.848120049727729,1,0,0
6,2,1,0.01336348389156565,0.0035718594907180796,87.5946557836595,1.6001225074107142,1413.2511758353874,50.941506248917385,1528.855546105812,0.629907575482286,0.29273004547869325,152.26182797264693,5.848120049727729,1,0,0
6,2,2,0.01336348389156565,0.0035718594907180796,87.5946557836595,1.6001225074107142,1416.2792680587877,58.670140967527516,1536.6040738371632,0.6620632979391967,0.27068631113392205,152.26182797264693,5.848120049727729,1,0,0
6,2,3,0.01336348389156565,0.0035718594907180796,87.5946557836595,1.6001225074107142,1411.388083919637,49.57274134323907,1529.2558686481423,0.6357882287431724,0.28426576118274477,152.26182797264693,5.848120049727729,1,0,0
6,3,0,0.013303320602236036,0.003375895013248787,87.93361424597616,2.086761741012951,1420.8918607717142,56.88500950068869,1549.9951498155235,0.6000206606593986,0.2949182502748484,150.1136713470675,7.169123856606401,1,0,0
6,3,1,0.013303320602236036,0.003375895013248787,87.93361424597616,2.086761741012951,1407.7180683671077,57.07006062689702,1522.615928538938,0.5940545461094111,0.2964172712161885,150.1136713470675,7.169123856606401,1,0,0
6,3,2,0.013303320602236036,0.003375895013248787,87.93361424597616,2.086761741012951,1424.49039249256,50.11713399200813,1559.6841852307284,0.6021589291787903,0.3075000801484021,150.1136713470675,7.169123856606401,1,0,0
6,3,3,0.013303320602236036,0.003375895013248787,87.93361424597616,2.086761741012951,1405.3433946427137,56.959684631216966,1534.1334226554318,0.6081957940739628,0.2951003874102669,150.1136713470675,7.169123856606401,1,0,0
7,0,0,0.08980372383564086,0.0022983601833349724,91.20461524734432,1.6677324477467137,1567.5292264146642,49.66275112252702,1709.1149641097632,0.5433755409356156,0.3123472126580454,182.39598045235275,3.6146442241841266,1,0,0
7,0,1,0.08980372383564086,0.0022983601833349724,91.20461524734432,1.6677324477467137,1567.148747422213,47.471728721854866,1693.4376531432688,0.4518277511400032,0.3002812922601862,182.39598045235275,3.6146442241841266,1,0,0
7,0,2,0.08980372383564086,0.0022983601833349724,91.20461524734432,1.6677324477467137,1552.7132652288474,48.072725131661606,1701.8605698423482,0.5101890579437309,0.30963965688191286,182.39598045235275,3.6146442241841266,1,0,0
7,0,3,0.08980372383564086,0.0022983601833349724,91.20461524734432,1.6677324477467137,1557.4486785256454,49.616771958024906,1677.1331121635656,0.5232764158031187,0.3103599701858687,182.39598045235275,3.6146442241841266,1,0,0
7,1,0,0.09119149336545929,0.001959981435100391,90.14545771477357,1.6055924472057712,1563.1755157729986,59.562592526784044,1700.2855120770298,0.5380746826012158,0.30967509597320564,183.93625207190394,7.382637575076111,1,0,0
7,1,1,0.09119149336545929,0.001959981435100391,90.14545771477357,1.6055924472057712,1546.9017555381552,52.376046348051695,1681.6744941710567,0.5098968394513341,0.301262993736899,183.93625207190394,7.382637575076111,1,0,0
7,1,2,0.09119149336545929,0.001959981435100391,90.14545771477357,1.6055924472057712,1552.5027406752238,49.0388026833673,1669.9511111937327,0.46573888613894,0.3062534710752262,183.93625207190394,7.382637575076111,1,0,0
7,1,3,0.09119149336545929,0.001959981435100391,90.14545771477357,1.6055924472057712,1547.58683946642,50.1761183488217,1658.9210743655783,0.5406727106605465,0.30898503346842543,183.93625207190394,7.382637575076111,1,0,0
7,2,0,0.08998262028463902,0.0019460632451876844,89.9710683481711,1.6445181031460767,1564.3561836068914,52.28895499413289,1674.6635776104156,0.46397388905614545,0.3056805918152036,181.7941833308585,7.408045762385015,1,0,0
7,2,1,0.08998262028463902,0.0019460632451876844,89.9710683481711,1.6445181031460767,1558.7360315196875,53.09334629708647,1711.3713755373503,0.5407933952659442,0.3113473409399682,181.7941833308585,7.408045762385015,1,0,0
7,2,2,0.08998262028463902,0.0019460632451876844,89.9710683481711,1.6445181031460767,1557.1526092452132,52.26222885600311,1695.6828448368956,0.46564596152445553,0.3139839917811447,181.7941833308585,7.408045762385015,1,0,0
7,2,3,0.08998262028463902,0.0019460632451876844,89.9710683481711,1.6445181031460767,1561.3604710542197,57.31236111359122,1699.8267540646427,0.48644904696392866,0.31711497660656757,181.7941833308585,7.408045762385015,1,0,0
7,3,0,0.08848764908474026,0.0033264630592686776,90.65094152056888,1.5989733021180554,1554.6858901830333,50.87878712030422,1659.3363257865628,0.4368717341767808,0.310243801298659,179.7252949707982,5.140725704840892,1,0,0
7,3,1,0.08848764908474026,0.0033264630592686776,90.65094152056888,1.5989733021180554,1541.4226191752089,66.42086791525345,1671.711661957837,0.49438547467748595,0.3106258513592896,179.7252949707982,5.140725704840892,1,0,0
7,3,2,0.08848764908474026,0.0033264630592686776,90.65094152056888,1.5989733021180554,1552.328668635517,50.357213050309525,1650.1231146821908,0.5144248270423861,0.3081260258174804,179.7252949707982,5.140725704840892,1,0,0
7,3,3,0.08848764908474026,0.0033264630592686776,90.65094152056888,1.5989733021180554,1568.4914473676845,56.10349267633205,1685.5934367556006,0.44410652545082896,0.3108068496764957,179.7252949707982,5.140725704840892,1,0,0
8,0,0,0.013017066768176036,0.00230545875697329,87.30402546455306,2.467659335869889,2027.80046615125,46.73550568382954,2128.073983781171,0.6381679463295528,0.2228002524826875,274.96952142249154,7.475337592127522,0,1,1
