layer,row,col,reflectance
1,7,7,0.2031
1,7,8,0.1261
1,7,9,0.3069
1,7,10,0.2462
1,7,11,0.2025
1,7,12,0.2098
1,7,13,0.1528
1,7,14,0.0721
1,7,15,0.2566
1,7,16,0.0528
1,7,17,0.2507
1,7,18,0.2765
1,7,19,0.1298
1,7,20,0.2354
1,7,21,0.2098
1,7,22,0.1776
1,7,23,0.2362
1,7,24,0.2494
1,7,25,0.1891
1,7,26,0.1232
1,7,27,0.2716
1,7,28,0.0769
1,7,29,0.2935
1,7,30,0.2355
1,7,31,0.0538
1,7,32,0.2849
1,7,33,0.1703
1,7,34,0.2277
1,7,35,0.2966
1,7,36,0.0946
1,7,37,0.261
1,7,38,0.0373
1,7,39,0.1972
1,7,40,0.2097
1,7,41,0.1921
1,7,42,0.2392
1,7,43,0.1782
1,7,44,0.3426
1,7,45,0.199
1,7,46,0.1429
1,7,47,0.1409
1,7,48,0.2106
1,7,49,0.1588
1,7,50,0.2013
1,7,51,0.1479
1,7,52,0.2286
1,7,53,0.1541
1,7,54,0.2214
1,7,55,0.0919
1,7,56,0.254
1,7,57,0.1587
1,7,58,0.1004
1,7,59,0.2204
1,7,60,0.16
1,7,61,0.3597
1,7,62,0.2664
1,7,63,0.228
1,8,0,0.1362
1,8,1,0.2271
1,8,2,0.2153
1,8,3,0.1234
1,8,4,0.2808
1,8,5,0.2212
1,8,6,0.13
1,8,7,0.0379
1,8,8,0.0661
1,8,9,0.1851
1,8,10,0.1432
1,8,11,0.2241
1,8,12,0.1944
1,8,13,0.2462
1,8,14,0.1929
1,8,15,0.1547
1,8,16,0.1233
1,8,17,0.22
1,8,18,0.0257
1,8,19,0.1935
1,8,20,0.2018
1,8,21,0.1717
1,8,22,0.1897
1,8,23,0.2119
1,8,24,0.0905
1,8,25,0.2528
1,8,26,0.246
1,8,27,0.3203
1,8,28,0.1215
1,8,29,0.2076
1,8,30,0.1414
1,8,31,0.2415
1,8,32,0.1171
1,8,33,0.1866
1,8,34,0.159
1,8,35,0.1996
1,8,36,0.1783
1,8,37,0.1952
1,8,38,0.1387
1,8,39,0.2938
1,8,40,0.2124
1,8,41,0.2717
1,8,42,0.2227
1,8,43,0.2305
1,8,44,0.1429
1,8,45,0.2946
1,8,46,0.1509
1,8,47,0.254
1,8,48,0.1524
1,8,49,0.2485
1,8,50,0.1708
1,8,51,0.153
1,8,52,0.1798
1,8,53,0.3221
1,8,54,0.2369
1,8,55,0.085
1,8,56,0.2201
1,8,57,0.1245
1,8,58,0.1942
1,8,59,0.1711
1,8,60,0.1319
1,8,61,0.2292
1,8,62,0.2097
1,8,63,0.1904
1,9,0,0.3317
1,9,1,0.1575
1,9,2,0.1333
1,9,3,0.1027
1,9,4,0.1997
1,9,5,0.1711
1,9,6,0.2754
1,9,7,0.1065
1,9,8,0.2117
1,9,9,0.1725
1,9,10,0.2607
1,9,11,0.2713
1,9,12,0.227
1,9,13,0.1399
1,9,14,0.1822
1,9,15,0.2401
1,9,16,0.212
1,9,17,0.1264
1,9,18,0.3198
1,9,19,0.222
1,9,20,0.1424
1,9,21,0.2593
1,9,22,0.1897
1,9,23,0.2689
1,9,24,0.108
1,9,25,0.2801
1,9,26,0.0572
1,9,27,0.0936
1,9,28,0.1199
1,9,29,0.2555
1,9,30,0.2538
1,9,31,0.1711
1,9,32,0.2336
1,9,33,0.1657
1,9,34,0.1926
1,9,35,0.2614
1,9,36,0.1957
1,9,37,0.0632
1,9,38,0.2712
1,9,39,0.2298
1,9,40,0.211
1,9,41,0.2692
1,9,42,0.1396
1,9,43,0.1511
1,9,44,0.1612
1,9,45,0.1874
1,9,46,0.3048
1,9,47,0.1788
1,9,48,0.1861
1,9,49,0.117
1,9,50,0.2251
1,9,51,0.2731
1,9,52,0.2163
1,9,53,0.057
1,9,54,0.0042
1,9,55,0.1365
1,9,56,0.1659
1,9,57,0.221
1,9,58,0.1984
1,9,59,0.2771
1,9,60,0.1715
1,9,61,0.1725
1,9,62,0.1744
1,9,63,0.1593
1,10,0,0.0
1,10,1,0.1928
1,10,2,0.2454
1,10,3,0.2036
1,10,4,0.1404
1,10,5,0.1644
1,10,6,0.169
1,10,7,0.1542
1,10,8,0.2052
1,10,9,0.0592
1,10,10,0.2877
1,10,11,0.0911
1,10,12,0.1647
1,10,13,0.0554
1,10,14,0.1714
1,10,15,0.0599
1,10,16,0.2051
1,10,17,0.1372
1,10,18,0.1208
1,10,19,0.1663
1,10,20,0.1539
1,10,21,0.2807
1,10,22,0.1596
1,10,23,0.2334
1,10,24,0.1201
1,10,25,0.0891
1,10,26,0.2239
1,10,27,0.3231
1,10,28,0.1569
1,10,29,0.2294
1,10,30,0.1036
1,10,31,0.0
1,10,32,0.1448
1,10,33,0.2612
1,10,34,0.2246
1,10,35,0.2482
1,10,36,0.1934
1,10,37,0.0605
1,10,38,0.1301
1,10,39,0.1395
1,10,40,0.1901
1,10,41,0.1323
1,10,42,0.1467
1,10,43,0.1438
1,10,44,0.0883
1,10,45,0.246
1,10,46,0.2065
1,10,47,0.734
1,10,48,0.6513
1,10,49,0.8209
1,10,50,0.8995
1,10,51,0.9254
1,10,52,0.3031
1,10,53,0.1254
1,10,54,0.0961
1,10,55,0.1902
1,10,56,0.2199
1,10,57,0.8078
1,10,58,0.6697
1,10,59,0.7113
1,10,60,0.8441
1,10,61,0.901
1,10,62,0.1451
1,10,63,0.18
1,11,0,0.2793
1,11,1,0.1849
1,11,2,0.2624
1,11,3,0.1652
1,11,4,0.1487
1,11,5,0.2046
1,11,6,0.1885
1,11,7,0.2526
1,11,8,0.2682
1,11,9,0.2228
1,11,10,0.2265
1,11,11,0.1933
1,11,12,0.2066
1,11,13,0.1598
1,11,14,0.2965
1,11,15,0.2044
1,11,16,0.1824
1,11,17,0.1364
1,11,18,0.2193
1,11,19,0.2072
1,11,20,0.1222
1,11,21,0.2559
1,11,22,0.151
1,11,23,0.1316
1,11,24,0.1695
1,11,25,0.1037
1,11,26,0.1661
1,11,27,0.157
1,11,28,0.1152
1,11,29,0.2293
1,11,30,0.1404
1,11,31,0.0828
1,11,32,0.1555
1,11,33,0.2166
1,11,34,0.1665
1,11,35,0.2667
1,11,36,0.2048
1,11,37,0.1997
1,11,38,0.2493
1,11,39,0.2137
1,11,40,0.2074
1,11,41,0.2771
1,11,42,0.1232
1,11,43,0.1121
1,11,44,0.1401
1,11,45,0.2715
1,11,46,0.1336
1,11,47,0.9461
1,11,48,0.7671
1,11,49,0.75
1,11,50,0.777
1,11,51,0.8882
1,11,52,0.1602
1,11,53,0.2259
1,11,54,0.15
1,11,55,0.3484
1,11,56,0.7767
1,11,57,0.7226
1,11,58,0.6356
1,11,59,0.9489
1,11,60,0.7194
1,11,61,0.7592
1,11,62,0.2266
1,11,63,0.2131
1,12,0,0.1849
1,12,1,0.1548
1,12,2,0.0
1,12,3,0.2717
1,12,4,0.1424
1,12,5,0.2308
1,12,6,0.1693
1,12,7,0.2424
1,12,8,0.3029
1,12,9,0.0296
1,12,10,0.1711
1,12,11,0.1961
1,12,12,0.231
1,12,13,0.2268
1,12,14,0.192
1,12,15,0.2149
1,12,16,0.1016
1,12,17,0.2099
1,12,18,0.03
1,12,19,0.1329
1,12,20,0.1482
1,12,21,0.1005
1,12,22,0.2778
1,12,23,0.2013
1,12,24,0.1884
1,12,25,0.2263
1,12,26,0.0626
1,12,27,0.0955
1,12,28,0.0988
1,12,29,0.2088
1,12,30,0.0243
1,12,31,0.246
1,12,32,0.167
1,12,33,0.2832
1,12,34,0.2751
1,12,35,0.2142
1,12,36,0.2823
1,12,37,0.0776
1,12,38,0.132
1,12,39,0.2004
1,12,40,0.1878
1,12,41,0.2893
1,12,42,0.2893
1,12,43,0.1126
1,12,44,0.1561
1,12,45,0.1236
1,12,46,0.1734
1,12,47,0.6429
1,12,48,0.8099
1,12,49,0.6483
1,12,50,0.7637
1,12,51,0.8978
1,12,52,0.2012
1,12,53,0.1953
1,12,54,0.2967
1,12,55,0.139
1,12,56,0.723
1,12,57,0.7223
1,12,58,0.7707
1,12,59,0.8093
1,12,60,0.8856
1,12,61,0.7404
1,12,62,0.1543
1,12,63,0.2149
1,13,0,0.0978
1,13,1,0.1492
1,13,2,0.1441
1,13,3,0.261
1,13,4,0.2482
1,13,5,0.0462
1,13,6,0.218
1,13,7,0.1668
1,13,8,0.1935
1,13,9,0.2729
1,13,10,0.307
1,13,11,0.2436
1,13,12,0.2383
1,13,13,0.0825
1,13,14,0.0007
1,13,15,0.2518
1,13,16,0.2656
1,13,17,0.151
1,13,18,0.1132
1,13,19,0.2182
1,13,20,0.1734
1,13,21,0.233
1,13,22,0.1557
1,13,23,0.2093
1,13,24,0.2954
1,13,25,0.1844
1,13,26,0.1883
1,13,27,0.1859
1,13,28,0.1632
1,13,29,0.2521
1,13,30,0.2013
1,13,31,0.1651
1,13,32,0.1902
1,13,33,0.1897
1,13,34,0.1592
1,13,35,0.1984
1,13,36,0.2003
1,13,37,0.256
1,13,38,0.1476
1,13,39,0.1913
1,13,40,0.2418
1,13,41,0.2495
1,13,42,0.2683
1,13,43,0.1708
1,13,44,0.2507
1,13,45,0.1608
1,13,46,0.1638
1,13,47,0.89
1,13,48,0.7789
1,13,49,0.7189
1,13,50,0.6381
1,13,51,0.1348
1,13,52,0.2179
1,13,53,0.2431
1,13,54,0.2302
1,13,55,0.6991
1,13,56,0.6817
1,13,57,0.8164
1,13,58,0.7048
1,13,59,0.7689
1,13,60,0.7951
1,13,61,0.1751
1,13,62,0.317
1,13,63,0.1024
1,14,0,0.0997
1,14,1,0.308
1,14,2,0.2455
1,14,3,0.2051
1,14,4,0.152
1,14,5,0.2512
1,14,6,0.1878
1,14,7,0.1003
1,14,8,0.0034
1,14,9,0.0802
1,14,10,0.2223
1,14,11,0.2608
1,14,12,0.1878
1,14,13,0.0841
1,14,14,0.1347
1,14,15,0.17
1,14,16,0.2006
1,14,17,0.0146
1,14,18,0.3643
1,14,19,0.2893
1,14,20,0.2181
1,14,21,0.2171
1,14,22,0.1742
1,14,23,0.1755
1,14,24,0.2135
1,14,25,0.1893
1,14,26,0.2077
1,14,27,0.2124
1,14,28,0.2867
1,14,29,0.2423
1,14,30,0.2399
1,14,31,0.2471
1,14,32,0.0803
1,14,33,0.1199
1,14,34,0.1214
1,14,35,0.1951
1,14,36,0.1861
1,14,37,0.2435
1,14,38,0.2232
1,14,39,0.045
1,14,40,0.0811
1,14,41,0.2238
1,14,42,0.1312
1,14,43,0.2055
1,14,44,0.2167
1,14,45,0.1871
1,14,46,0.1424
1,14,47,0.7278
1,14,48,0.6671
1,14,49,0.641
1,14,50,0.2332
1,14,51,0.144
1,14,52,0.2919
1,14,53,0.1009
1,14,54,0.9101
1,14,55,0.8331
1,14,56,0.7438
1,14,57,0.7443
1,14,58,0.7239
1,14,59,0.6471
1,14,60,0.1527
1,14,61,0.2063
1,14,62,0.1795
1,14,63,0.2206
1,15,0,0.1655
1,15,1,0.0171
1,15,2,0.2383
1,15,3,0.1865
1,15,4,0.1684
1,15,5,0.0977
1,15,6,0.2852
1,15,7,0.1972
1,15,8,0.1741
1,15,9,0.2711
1,15,10,0.126
1,15,11,0.1222
1,15,12,0.1405
1,15,13,0.1394
1,15,14,0.0926
1,15,15,0.1807
1,15,16,0.111
1,15,17,0.239
1,15,18,0.2087
1,15,19,0.2171
1,15,20,0.0681
1,15,21,0.1032
1,15,22,0.2215
1,15,23,0.2051
1,15,24,0.2494
1,15,25,0.085
1,15,26,0.1601
1,15,27,0.1622
1,15,28,0.2692
1,15,29,0.1004
1,15,30,0.2091
1,15,31,0.2321
1,15,32,0.3016
1,15,33,0.2263
1,15,34,0.0946
1,15,35,0.2337
1,15,36,0.2792
1,15,37,0.2074
1,15,38,0.2574
1,15,39,0.1628
1,15,40,0.1188
1,15,41,0.0
1,15,42,0.1084
1,15,43,0.2228
1,15,44,0.2334
1,15,45,0.0954
1,15,46,0.1256
1,15,47,0.727
1,15,48,0.7378
1,15,49,0.1616
1,15,50,0.3423
1,15,51,0.1298
1,15,52,0.3458
1,15,53,0.1506
1,15,54,0.7157
1,15,55,0.8024
1,15,56,0.7361
1,15,57,0.7063
1,15,58,0.8199
1,15,59,0.2486
1,15,60,0.2695
1,15,61,0.0989
1,15,62,0.1592
1,15,63,0.0499
1,16,0,0.1764
1,16,1,0.1922
1,16,2,0.1017
1,16,3,0.0802
1,16,4,0.1414
1,16,5,0.2499
1,16,6,0.187
1,16,7,0.1429
1,16,8,0.0878
1,16,9,0.2273
1,16,10,0.1045
1,16,11,0.1132
1,16,12,0.2187
1,16,13,0.1243
1,16,14,0.2755
1,16,15,0.1733
1,16,16,0.2556
1,16,17,0.2778
1,16,18,0.2083
1,16,19,0.2318
1,16,20,0.2313
1,16,21,0.139
1,16,22,0.0932
1,16,23,0.2112
1,16,24,0.1605
1,16,25,0.1651
1,16,26,0.1467
1,16,27,0.1443
1,16,28,0.3256
1,16,29,0.0942
1,16,30,0.1114
1,16,31,0.1402
1,16,32,0.2304
1,16,33,0.1729
1,16,34,0.0812
1,16,35,0.0686
1,16,36,0.2547
1,16,37,0.2122
1,16,38,0.1355
1,16,39,0.1149
1,16,40,0.1008
1,16,41,0.1114
1,16,42,0.1153
1,16,43,0.0383
1,16,44,0.1453
1,16,45,0.2244
1,16,46,0.2434
1,16,47,0.6546
1,16,48,0.6265
1,16,49,0.2616
1,16,50,0.0831
1,16,51,0.2004
1,16,52,0.2067
1,16,53,0.1879
1,16,54,0.25
1,16,55,0.7872
1,16,56,0.7901
1,16,57,0.8189
1,16,58,0.8547
1,16,59,0.2043
1,16,60,0.1271
1,16,61,0.1416
1,16,62,0.2354
1,16,63,0.2245
1,17,0,0.1381
1,17,1,0.1583
1,17,2,0.071
1,17,3,0.1911
1,17,4,0.1601
1,17,5,0.2091
1,17,6,0.1304
1,17,7,0.1391
1,17,8,0.1968
1,17,9,0.2339
1,17,10,0.2498
1,17,11,0.1461
1,17,12,0.1615
1,17,13,0.1599
1,17,14,0.0938
1,17,15,0.2508
1,17,16,0.2755
1,17,17,0.075
1,17,18,0.0244
1,17,19,0.1687
1,17,20,0.1209
1,17,21,0.1294
1,17,22,0.1391
1,17,23,0.1111
1,17,24,0.1902
1,17,25,0.3159
1,17,26,0.1382
1,17,27,0.2258
1,17,28,0.2406
1,17,29,0.2253
1,17,30,0.0623
1,17,31,0.2148
1,17,32,0.1877
1,17,33,0.1711
1,17,34,0.0421
1,17,35,0.1951
1,17,36,0.2352
1,17,37,0.2191
1,17,38,0.1149
1,17,39,0.1192
1,17,40,0.2983
1,17,41,0.2658
1,17,42,0.1841
1,17,43,0.1547
1,17,44,0.2156
1,17,45,0.1848
1,17,46,0.2517
1,17,47,0.7623
1,17,48,0.754
1,17,49,0.7455
1,17,50,0.2692
1,17,51,0.2388
1,17,52,0.0401
1,17,53,0.1434
1,17,54,0.1542
1,17,55,0.2148
1,17,56,0.7061
1,17,57,0.7912
1,17,58,0.753
1,17,59,0.2597
1,17,60,0.2793
1,17,61,0.1241
1,17,62,0.1701
1,17,63,0.1792
1,18,0,0.1857
1,18,1,0.2116
1,18,2,0.2366
1,18,3,0.1983
1,18,4,0.2172
1,18,5,0.1175
1,18,6,0.3308
1,18,7,0.182
1,18,8,0.3297
1,18,9,0.1152
1,18,10,0.2607
1,18,11,0.181
1,18,12,0.1722
1,18,13,0.1605
1,18,14,0.2512
1,18,15,0.1136
1,18,16,0.2406
1,18,17,0.1462
1,18,18,0.1777
1,18,19,0.3407
1,18,20,0.3544
1,18,21,0.065
1,18,22,0.1892
1,18,23,0.2505
1,18,24,0.1834
1,18,25,0.2761
1,18,26,0.2514
1,18,27,0.1375
1,18,28,0.3217
1,18,29,0.2186
1,18,30,0.1492
1,18,31,0.1614
1,18,32,0.3055
1,18,33,0.0985
1,18,34,0.142
1,18,35,0.135
1,18,36,0.1681
1,18,37,0.1446
1,18,38,0.0931
1,18,39,0.2732
1,18,40,0.1686
1,18,41,0.2589
1,18,42,0.25
1,18,43,0.2938
1,18,44,0.1818
1,18,45,0.3079
1,18,46,0.2273
1,18,47,0.8268
1,18,48,0.7781
1,18,49,0.9164
1,18,50,0.8851
1,18,51,0.2352
1,18,52,0.1662
1,18,53,0.1293
1,18,54,0.2036
1,18,55,0.0356
1,18,56,0.1991
1,18,57,0.8559
1,18,58,0.641
1,18,59,0.7159
1,18,60,0.1992
1,18,61,0.1751
1,18,62,0.2288
1,18,63,0.2882
1,19,0,0.1767
1,19,1,0.228
1,19,2,0.1427
1,19,3,0.1104
1,19,4,0.134
1,19,5,0.0529
1,19,6,0.1988
1,19,7,0.2363
1,19,8,0.1865
1,19,9,0.1196
1,19,10,0.2564
1,19,11,0.0009
1,19,12,0.2077
1,19,13,0.1574
1,19,14,0.1519
1,19,15,0.329
1,19,16,0.2446
1,19,17,0.2837
1,19,18,0.1509
1,19,19,0.0258
1,19,20,0.188
1,19,21,0.315
1,19,22,0.226
1,19,23,0.0642
1,19,24,0.1994
1,19,25,0.104
1,19,26,0.2248
1,19,27,0.2435
1,19,28,0.0859
1,19,29,0.2692
1,19,30,0.244
1,19,31,0.166
1,19,32,0.2945
1,19,33,0.2588
1,19,34,0.1471
1,19,35,0.2247
1,19,36,0.0974
1,19,37,0.2822
1,19,38,0.2084
1,19,39,0.2002
1,19,40,0.1079
1,19,41,0.1673
1,19,42,0.1529
1,19,43,0.1089
1,19,44,0.1481
1,19,45,0.2934
1,19,46,0.2162
1,19,47,0.7082
1,19,48,0.7244
1,19,49,0.8216
1,19,50,0.7938
1,19,51,0.7796
1,19,52,0.0765
1,19,53,0.1435
1,19,54,0.1611
1,19,55,0.246
1,19,56,0.2115
1,19,57,0.768
1,19,58,0.7866
1,19,59,0.759
1,19,60,0.8781
1,19,61,0.2754
1,19,62,0.1167
1,19,63,0.2923
1,20,0,0.26
1,20,1,0.2434
1,20,2,0.0574
1,20,3,0.1621
