layer,x,y,temp
0,3,22,1394.86
0,3,23,1315.89
0,3,24,1370.32
0,3,25,1436.51
0,3,26,1391.1
0,3,27,1400.09
0,3,28,1379.64
0,3,29,1459.13
0,3,30,1394.45
0,3,31,1274.61
0,4,0,1357.57
0,4,1,1287.35
0,4,2,1216.8
0,4,3,1366.48
0,4,4,1468.98
0,4,5,1398.22
0,4,6,1331.14
0,4,7,1343.89
0,4,8,1457.82
0,4,9,1404.3
0,4,10,1398.27
0,4,11,1392.69
0,4,12,1397.75
0,4,13,1439.93
0,4,14,1426.02
0,4,15,1407.5
0,4,16,1338.28
0,4,17,1423.74
0,4,18,1358.0
0,4,19,1455.79
0,4,20,1325.73
0,4,21,1388.06
0,4,22,1395.23
0,4,23,1322.78
0,4,24,1490.34
0,4,25,1475.96
0,4,26,1370.14
0,4,27,1438.08
0,4,28,1416.46
0,4,29,1251.89
0,4,30,1409.41
0,4,31,1392.26
0,5,0,1400.21
0,5,1,1336.4
0,5,2,1380.82
0,5,3,1385.83
0,5,4,1460.98
0,5,5,1414.03
0,5,6,1395.33
0,5,7,1479.73
0,5,8,1365.09
0,5,9,1374.21
0,5,10,1295.71
0,5,11,1481.93
0,5,12,1448.67
0,5,13,1446.06
0,5,14,1432.42
0,5,15,1401.69
0,5,16,1407.49
0,5,17,1381.77
0,5,18,1384.44
0,5,19,1398.62
0,5,20,1478.78
0,5,21,1426.2
0,5,22,1392.42
0,5,23,1363.77
0,5,24,1360.71
0,5,25,1483.78
0,5,26,1423.5
0,5,27,1399.35
0,5,28,1376.59
0,5,29,1334.64
0,5,30,1391.96
0,5,31,1443.68
0,6,0,1374.04
0,6,1,1383.13
0,6,2,1383.48
0,6,3,1401.66
0,6,4,1308.02
0,6,5,1382.69
0,6,6,1348.64
0,6,7,1444.29
0,6,8,1353.25
0,6,9,1427.37
0,6,10,1479.48
0,6,11,1378.39
0,6,12,1362.55
0,6,13,1406.16
0,6,14,1395.52
0,6,15,1340.98
0,6,16,1420.98
0,6,17,1506.49
0,6,18,1381.44
0,6,19,1384.47
0,6,20,1338.16
0,6,21,1413.18
0,6,22,1327.05
0,6,23,1334.75
0,6,24,1466.01
0,6,25,1345.83
0,6,26,1455.11
0,6,27,1479.47
0,6,28,1409.9
0,6,29,1426.07
0,6,30,1503.01
0,6,31,1384.81
0,7,0,1363.02
0,7,1,1321.21
0,7,2,1397.93
0,7,3,1476.99
0,7,4,1448.41
0,7,5,1343.82
0,7,6,1348.59
0,7,7,1367.9
0,7,8,1411.71
0,7,9,1384.34
0,7,10,1407.43
0,7,11,1411.95
0,7,12,1379.2
0,7,13,1393.42
0,7,14,1407.0
0,7,15,1391.01
0,7,16,1423.33
0,7,17,1498.53
0,7,18,1428.19
0,7,19,1398.7
0,7,20,1302.9
0,7,21,1416.97
0,7,22,1288.57
0,7,23,1318.14
0,7,24,1442.64
0,7,25,1434.48
0,7,26,1387.39
0,7,27,1301.58
0,7,28,1375.21
0,7,29,1358.3
0,7,30,1430.66
0,7,31,1519.81
0,8,0,1407.56
0,8,1,1352.77
0,8,2,1331.25
0,8,3,1392.55
0,8,4,1385.91
0,8,5,1332.3
0,8,6,1402.03
0,8,7,1332.33
0,8,8,1456.8
0,8,9,1454.08
0,8,10,1455.29
0,8,11,1369.56
0,8,12,1423.93
0,8,13,1388.37
0,8,14,1374.25
0,8,15,1376.98
0,8,16,1324.15
0,8,17,1316.22
0,8,18,1439.32
0,8,19,1385.12
0,8,20,1407.54
0,8,21,1450.73
0,8,22,1300.31
0,8,23,1352.51
0,8,24,1405.28
0,8,25,1417.2
0,8,26,1374.89
0,8,27,1452.24
0,8,28,1407.2
0,8,29,1328.9
0,8,30,1344.44
0,8,31,1439.93
0,9,0,1421.14
0,9,1,1291.18
0,9,2,1469.76
0,9,3,1428.52
0,9,4,1469.52
0,9,5,1374.53
0,9,6,1379.37
0,9,7,1333.68
0,9,8,1535.16
0,9,9,1385.98
0,9,10,1482.95
0,9,11,1360.03
0,9,12,1404.64
0,9,13,1303.71
0,9,14,1374.58
0,9,15,1449.74
0,9,16,1326.79
0,9,17,1454.61
0,9,18,1414.18
0,9,19,1338.22
0,9,20,1368.05
0,9,21,1370.38
0,9,22,1392.91
0,9,23,1366.15
0,9,24,1350.13
0,9,25,1378.88
0,9,26,1339.15
0,9,27,1324.71
0,9,28,1392.98
0,9,29,1444.19
0,9,30,1311.52
0,9,31,1395.83
0,10,0,1359.89
0,10,1,1341.89
0,10,2,1442.57
0,10,3,1367.13
0,10,4,1478.04
0,10,5,1352.74
0,10,6,1416.89
0,10,7,1383.13
0,10,8,1354.16
0,10,9,1427.96
0,10,10,1387.11
0,10,11,1428.81
0,10,12,1393.03
0,10,13,1335.91
0,10,14,1390.02
0,10,15,1398.49
0,10,16,1448.35
0,10,17,1345.79
0,10,18,1393.47
0,10,19,1300.93
0,10,20,1431.47
0,10,21,1336.15
0,10,22,1296.28
0,10,23,1392.38
0,10,24,1456.45
0,10,25,1311.79
0,10,26,1335.79
0,10,27,1354.75
0,10,28,1333.51
0,10,29,1416.5
0,10,30,1351.23
0,10,31,1355.95
0,11,0,1427.71
0,11,1,1354.08
0,11,2,1419.44
0,11,3,1342.21
0,11,4,1328.97
0,11,5,1294.68
0,11,6,1498.0
0,11,7,1378.02
0,11,8,1409.05
0,11,9,1393.93
0,11,10,1404.43
0,11,11,1398.37
0,11,12,1500.59
0,11,13,1338.49
0,11,14,1309.97
0,11,15,1339.98
0,11,16,1322.22
0,11,17,1436.72
0,11,18,1440.75
0,11,19,1342.76
0,11,20,1319.16
0,11,21,1376.12
0,11,22,1472.14
0,11,23,1240.56
0,11,24,1424.6
0,11,25,1336.47
0,11,26,1452.85
0,11,27,1336.35
0,11,28,1379.94
0,11,29,1312.79
0,11,30,1341.88
0,11,31,1471.85
0,12,0,1440.76
0,12,1,1373.54
0,12,2,1347.77
0,12,3,1291.47
0,12,4,1373.98
0,12,5,1393.93
0,12,6,1391.01
0,12,7,1390.47
0,12,8,1333.93
0,12,9,1391.99
0,12,10,1393.51
0,12,11,1466.61
0,12,12,1498.3
0,12,13,1388.1
0,12,14,1353.49
0,12,15,1392.06
0,12,16,1362.21
0,12,17,1354.8
0,12,18,1392.41
0,12,19,1338.25
0,12,20,1428.97
0,12,21,1389.92
0,12,22,1409.38
0,12,23,1385.57
0,12,24,1355.63
0,12,25,1343.5
0,12,26,1382.58
0,12,27,1365.45
0,12,28,1408.5
0,12,29,1395.39
0,12,30,1320.71
0,12,31,1399.32
0,13,0,1321.78
0,13,1,1361.73
0,13,2,1379.44
0,13,3,1281.49
0,13,4,1400.67
0,13,5,1403.94
0,13,6,1386.94
0,13,7,1372.3
0,13,8,1375.08
0,13,9,1341.92
0,13,10,1380.8
0,13,11,1365.24
0,13,12,1400.68
0,13,13,1329.41
0,13,14,1408.59
0,13,15,1403.51
0,13,16,1387.85
0,13,17,1371.48
0,13,18,1426.01
0,13,19,1304.08
0,13,20,1420.96
0,13,21,1409.0
0,13,22,1411.22
0,13,23,1416.72
0,13,24,1359.68
0,13,25,1381.36
0,13,26,1430.67
0,13,27,1419.32
0,13,28,1407.0
0,13,29,1312.35
0,13,30,1425.22
0,13,31,1459.95
0,14,0,1451.17
0,14,1,1408.5
0,14,2,1309.96
0,14,3,1447.47
0,14,4,1387.53
0,14,5,1256.34
0,14,6,1416.38
0,14,7,1313.56
0,14,8,1324.33
0,14,9,1360.71
0,14,10,1465.63
0,14,11,1375.24
0,14,12,1410.54
0,14,13,1491.77
0,14,14,1483.3
0,14,15,1389.95
0,14,16,1382.35
0,14,17,1326.29
0,14,18,1357.44
0,14,19,1419.03
0,14,20,1417.4
0,14,21,1401.7
0,14,22,1450.35
0,14,23,1353.15
0,14,24,1392.55
0,14,25,1435.85
0,14,26,1427.76
0,14,27,1454.54
0,14,28,1417.47
0,14,29,1378.62
0,14,30,1415.55
0,14,31,1340.49
0,15,0,1305.46
0,15,1,1427.57
0,15,2,1392.6
0,15,3,1412.6
0,15,4,1302.26
0,15,5,1375.55
0,15,6,1362.64
0,15,7,1348.1
0,15,8,1271.61
0,15,9,1377.22
0,15,10,1444.98
0,15,11,1416.59
0,15,12,1362.58
0,15,13,1394.81
0,15,14,1437.26
0,15,15,1243.81
0,15,16,1388.78
0,15,17,1425.51
0,15,18,1433.15
0,15,19,1489.17
0,15,20,1458.06
0,15,21,1412.82
0,15,22,1412.24
0,15,23,1438.92
0,15,24,1365.97
0,15,25,1393.42
0,15,26,1445.48
0,15,27,1503.29
0,15,28,1386.87
0,15,29,1392.97
0,15,30,1406.55
0,15,31,1469.51
0,16,0,1393.97
0,16,1,1476.45
0,16,2,1342.47
0,16,3,1385.4
0,16,4,1384.73
0,16,5,1438.89
0,16,6,1453.12
0,16,7,1312.61
0,16,8,1345.3
0,16,9,1414.16
0,16,10,1359.4
0,16,11,1311.9
0,16,12,1452.75
0,16,13,1422.8
0,16,14,1422.76
0,16,15,1369.48
0,16,16,1452.22
0,16,17,1382.44
0,16,18,1455.94
0,16,19,1345.49
0,16,20,1348.66
0,16,21,1406.89
0,16,22,1357.0
0,16,23,1432.78
0,16,24,1409.94
0,16,25,1344.87
0,16,26,1399.64
0,16,27,1376.31
0,16,28,1446.0
0,16,29,1360.84
0,16,30,1371.48
0,16,31,1462.25
0,17,0,1518.76
0,17,1,1505.58
0,17,2,1399.11
0,17,3,1407.67
0,17,4,1479.97
0,17,5,1388.79
0,17,6,1341.93
0,17,7,1402.06
0,17,8,1420.47
0,17,9,1350.03
0,17,10,1305.09
0,17,11,1316.61
0,17,12,1432.23
0,17,13,1353.92
0,17,14,1387.86
0,17,15,1407.32
0,17,16,1429.69
0,17,17,1377.21
0,17,18,1423.06
0,17,19,1346.68
0,17,20,1375.74
0,17,21,1339.29
0,17,22,1457.88
0,17,23,1394.14
0,17,24,1354.97
0,17,25,1376.25
0,17,26,1383.44
0,17,27,1434.16
0,17,28,1307.87
0,17,29,1338.59
0,17,30,1374.84
0,17,31,1534.91
0,18,0,1448.2
0,18,1,1389.5
0,18,2,1434.79
0,18,3,1508.79
0,18,4,1382.78
0,18,5,1375.48
0,18,6,1462.29
0,18,7,1422.81
0,18,8,1432.56
0,18,9,1367.68
0,18,10,1501.46
0,18,11,1489.66
0,18,12,1426.76
0,18,13,1433.27
0,18,14,1284.13
0,18,15,1430.71
0,18,16,1384.96
0,18,17,1419.5
0,18,18,1433.17
0,18,19,1376.86
0,18,20,1302.66
0,18,21,1415.87
0,18,22,1354.86
0,18,23,1377.47
0,18,24,1362.39
0,18,25,1376.85
0,18,26,1268.61
0,18,27,1462.57
0,18,28,1409.57
0,18,29,1456.76
0,18,30,1504.52
0,18,31,1396.88
0,19,0,1296.5
0,19,1,1346.47
0,19,2,1329.25
0,19,3,1368.03
0,19,4,1400.01
0,19,5,1285.51
0,19,6,1414.47
0,19,7,1312.56
0,19,8,1411.99
0,19,9,1389.61
0,19,10,1378.38
0,19,11,1391.62
0,19,12,1365.95
0,19,13,1361.95
0,19,14,1303.08
0,19,15,1394.0
0,19,16,1497.14
0,19,17,1504.56
0,19,18,1468.33
0,19,19,1434.45
0,19,20,1358.43
0,19,21,1474.98
0,19,22,1392.55
0,19,23,1391.84
0,19,24,1379.62
0,19,25,1400.69
0,19,26,1371.7
0,19,27,1391.03
0,19,28,1335.98
0,19,29,1375.08
0,19,30,1521.06
0,19,31,1391.81
0,20,0,1382.51
0,20,1,1424.91
0,20,2,1434.58
0,20,3,1334.38
0,20,4,1384.24
0,20,5,1446.14
0,20,6,1410.47
0,20,7,1402.34
0,20,8,1481.1
0,20,9,1358.36
0,20,10,1400.18
0,20,11,1367.03
0,20,12,1477.6
0,20,13,1288.28
0,20,14,1358.78
0,20,15,1366.53
0,20,16,1432.13
0,20,17,1428.98
0,20,18,1472.37
0,20,19,1309.06
0,20,20,1436.91
0,20,21,1379.5
0,20,22,1359.02
0,20,23,1425.31
0,20,24,1345.03
0,20,25,1281.4
0,20,26,1375.27
0,20,27,1313.26
0,20,28,1359.94
0,20,29,1416.07
0,20,30,1412.79
0,20,31,1482.91
0,21,0,1384.65
0,21,1,1311.3
0,21,2,1354.05
0,21,3,1345.07
0,21,4,1328.65
0,21,5,1419.58
0,21,6,1360.15
0,21,7,1286.88
0,21,8,1433.96
0,21,9,1389.5
0,21,10,1415.26
0,21,11,1401.45
0,21,12,1430.37
0,21,13,1397.72
0,21,14,1463.62
0,21,15,1419.01
0,21,16,1417.2
0,21,17,1418.18
0,21,18,1315.52
0,21,19,1386.58
0,21,20,1381.37
0,21,21,1407.05
0,21,22,1320.9
0,21,23,1485.51
0,21,24,1401.37
0,21,25,1329.01
0,21,26,1301.64
0,21,27,1380.16
0,21,28,1390.7
0,21,29,1356.13
0,21,30,1400.7
0,21,31,1360.37
0,22,0,1425.97
0,22,1,1355.78
0,22,2,1393.52
0,22,3,1449.47
0,22,4,1537.07
0,22,5,1340.21
0,22,6,1370.09
0,22,7,1349.44
0,22,8,1438.77
0,22,9,1332.49
0,22,10,1368.99
0,22,11,1394.01
0,22,12,1341.81
0,22,13,1342.98
0,22,14,1369.47
0,22,15,1280.11
0,22,16,1316.13
0,22,17,1372.92
0,22,18,1403.79
0,22,19,1385.42
0,22,20,1298.06
0,22,21,1370.12
0,22,22,1439.55
0,22,23,1426.21
0,22,24,1391.3
0,22,25,1346.83
0,22,26,1430.35
0,22,27,1363.79
0,22,28,1331.32
0,22,29,1351.51
0,22,30,1475.29
0,22,31,1407.74
0,23,0,1459.39
0,23,1,1369.27
0,23,2,1447.23
0,23,3,1362.55
0,23,4,1386.97
0,23,5,1532.38
0,23,6,1437.83
0,23,7,1368.07
0,23,8,1390.97
0,23,9,1413.58
0,23,10,1462.21
0,23,11,1368.73
0,23,12,1299.86
0,23,13,1380.25
0,23,14,1396.48
0,23,15,1401.66
0,23,16,1468.05
0,23,17,1413.05
0,23,18,1440.34
0,23,19,1335.07
0,23,20,1443.37
0,23,21,1510.93
0,23,22,1438.14
0,23,23,1409.58
0,23,24,1404.1
0,23,25,1493.93
0,23,26,1344.64
0,23,27,1389.52
0,23,28,1420.94
0,23,29,1436.55
0,23,30,1371.58
0,23,31,1412.54
0,24,0,1380.35
0,24,1,1402.26
0,24,2,1388.37
0,24,3,1332.85
0,24,4,1394.47
0,24,5,1443.88
0,24,6,1342.45
0,24,7,1382.37
0,24,8,1432.2
0,24,9,1336.79
0,24,10,1405.68
0,24,11,1337.33
0,24,12,1458.04
0,24,13,1522.84
0,24,14,1506.86
0,24,15,1383.58
0,24,16,1436.34
0,24,17,1402.29
0,24,18,1401.25
0,24,19,1480.76
0,24,20,1323.08
0,24,21,1453.67
0,24,22,1392.94
0,24,23,1473.1
0,24,24,1405.93
0,24,25,1358.64
0,24,26,1410.88
0,24,27,1436.11
0,24,28,1397.6
0,24,29,1422.48
0,24,30,1366.94
0,24,31,1278.27
0,25,0,1445.13
0,25,1,1434.09
0,25,2,1403.78
0,25,3,1399.4
0,25,4,1452.63
0,25,5,1370.49
0,25,6,1356.77
0,25,7,1385.26
0,25,8,1461.03
0,25,9,1319.34
0,25,10,1461.18
0,25,11,1360.47
0,25,12,1335.09
0,25,13,1464.94
0,25,14,1390.3
0,25,15,1324.12
0,25,16,1375.9
0,25,17,1446.84
0,25,18,1461.2
0,25,19,1372.14
0,25,20,1417.98
0,25,21,1434.91
0,25,22,1360.18
0,25,23,1415.16
0,25,24,1393.88
0,25,25,1366.15
0,25,26,1368.56
0,25,27,1399.32
0,25,28,1397.28
0,25,29,1364.53
0,25,30,1372.21
0,25,31,1456.87
0,26,0,1407.39
0,26,1,1444.31
0,26,2,1461.73
0,26,3,1428.02
0,26,4,1520.53
0,26,5,1350.24
0,26,6,1440.1
0,26,7,1378.14
0,26,8,1497.7
0,26,9,1489.16
0,26,10,1288.15
0,26,11,1342.35
0,26,12,1432.17
0,26,13,1439.08
0,26,14,1436.14
0,26,15,1391.74
0,26,16,1420.66
0,26,17,1431.55
0,26,18,1391.35
0,26,19,1452.13
0,26,20,1271.36
0,26,21,1430.49
0,26,22,1338.76
0,26,23,1448.36
0,26,24,1383.06
0,26,25,1346.75
0,26,26,1416.2
0,26,27,1345.51
0,26,28,1345.43
0,26,29,1309.43
0,26,30,1394.16
0,26,31,1422.96
0,27,0,1451.9
0,27,1,1387.84
0,27,2,1453.27
0,27,3,1396.62
0,27,4,1390.5
0,27,5,1427.18
0,27,6,1453.84
0,27,7,1376.85
0,27,8,1382.23
0,27,9,1386.79
0,27,10,1400.19
0,27,11,1346.11
0,27,12,1452.17
0,27,13,1373.61
0,27,14,1421.07
0,27,15,1350.23
0,27,16,1415.37
0,27,17,1417.17
0,27,18,1372.5
0,27,19,1506.78
0,27,20,1416.04
0,27,21,1493.36
0,27,22,1448.39
0,27,23,1359.21
0,27,24,1374.61
0,27,25,1419.62
0,27,26,1399.0
0,27,27,1398.35
0,27,28,1379.89
0,27,29,1296.17
0,27,30,1383.23
0,27,31,1273.64
0,28,0,1416.08
0,28,1,1355.7
0,28,2,1356.29
0,28,3,1383.57
0,28,4,1410.63
0,28,5,1316.87
0,28,6,1299.46
0,28,7,1337.0
0,28,8,1283.34
0,28,9,1342.46
0,28,10,1483.13
0,28,11,1337.52
0,28,12,1431.46
0,28,13,1320.19
0,28,14,1412.08
0,28,15,1378.05
0,28,16,1392.34
0,28,17,1426.92
0,28,18,1492.23
0,28,19,1406.34
0,28,20,1402.47
0,28,21,1342.1
0,28,22,1427.72
0,28,23,1382.1
0,28,24,1441.39
0,28,25,1393.23
0,28,26,1491.38
0,28,27,1286.57
0,28,28,1379.32
0,28,29,1444.11
0,28,30,1376.35
0,28,31,1352.06
0,29,0,1381.01
0,29,1,1319.74
0,29,2,1402.18
0,29,3,1529.86
0,29,4,1458.61
0,29,5,1334.64
0,29,6,1347.6
0,29,7,1373.37
0,29,8,1450.88
0,29,9,1350.45
0,29,10,1357.67
0,29,11,1444.29
0,29,12,1443.19
0,29,13,1375.07
0,29,14,1334.16
0,29,15,1310.4
0,29,16,1357.19
0,29,17,1272.95
0,29,18,1436.87
0,29,19,1360.98
0,29,20,1422.1
0,29,21,1498.39
0,29,22,1460.15
0,29,23,1332.32
0,29,24,1443.44
0,29,25,1459.32
0,29,26,1354.58
0,29,27,1343.2
0,29,28,1389.6
0,29,29,1307.55
0,29,30,1476.52
0,29,31,1263.34
0,30,0,1334.76
0,30,1,1380.81
0,30,2,1383.14
0,30,3,1404.77
0,30,4,1410.56
0,30,5,1383.88
0,30,6,1458.16
0,30,7,1277.97
0,30,8,1395.62
0,30,9,1356.33
0,30,10,1402.92
0,30,11,1407.77
0,30,12,1345.48
0,30,13,1360.38
0,30,14,1439.23
0,30,15,1414.83
0,30,16,1358.22
0,30,17,1507.83
0,30,18,1522.64
0,30,19,1315.2
0,30,20,1412.23
0,30,21,1533.63
0,30,22,1438.75
0,30,23,1407.79
0,30,24,1384.19
0,30,25,1365.87
0,30,26,1383.94
0,30,27,1365.34
0,30,28,1436.6
0,30,29,1373.73
0,30,30,1371.37
0,30,31,1329.51
0,31,0,1392.91
0,31,1,1346.46
0,31,2,1385.69
0,31,3,1452.93
0,31,4,1415.76
0,31,5,1423.39
0,31,6,1415.22
0,31,7,1398.89
0,31,8,1388.63
0,31,9,1378.7
0,31,10,1437.38
0,31,11,1336.0
0,31,12,1469.37
0,31,13,1397.51
0,31,14,1354.45
0,31,15,1368.73
0,31,16,1358.4
0,31,17,1404.44
0,31,18,1356.15
0,31,19,1458.45
0,31,20,1352.64
0,31,21,1270.64
0,31,22,1355.43
0,31,23,1285.16
0,31,24,1393.44
0,31,25,1453.89
0,31,26,1431.26
0,31,27,1322.07
0,31,28,1353.71
0,31,29,1493.46
0,31,30,1413.15
0,31,31,1395.86
1,0,0,1280.29
1,0,1,1349.97
1,0,2,1305.67
1,0,3,1353.51
1,0,4,1180.17
1,0,5,1299.9
1,0,6,1247.35
1,0,7,1322.2
1,0,8,1268.69
1,0,9,1286.15
1,0,10,1285.85
1,0,11,1318.95
1,0,12,1258.26
1,0,13,1316.63
1,0,14,1299.26
1,0,15,1289.84
1,0,16,1254.45
1,0,17,1352.11
1,0,18,1316.84
1,0,19,1311.08
1,0,20,1363.08
1,0,21,1272.33
1,0,22,1313.96
1,0,23,1272.52
1,0,24,1341.27
1,0,25,1316.0
1,0,26,1266.04
1,0,27,1290.2
1,0,28,1301.09
1,0,29,1239.26
1,0,30,1335.11
1,0,31,1302.42
1,1,0,1281.92
1,1,1,1361.32
1,1,2,1206.95
1,1,3,1305.83
1,1,4,1274.8
1,1,5,1267.12
1,1,6,1272.79
1,1,7,1227.65
1,1,8,1327.46
1,1,9,1199.25
1,1,10,1217.0
1,1,11,1250.66
1,1,12,1371.02
1,1,13,1322.15
1,1,14,1331.14
1,1,15,1235.41
1,1,16,1294.33
1,1,17,1321.86
1,1,18,1253.04
1,1,19,1232.99
1,1,20,1368.57
1,1,21,1235.13
1,1,22,1248.78
1,1,23,1234.96
1,1,24,1285.32
1,1,25,1268.44
1,1,26,1350.08
1,1,27,1162.64
1,1,28,1220.84
1,1,29,1245.97
1,1,30,1247.19
1,1,31,1265.64
1,2,0,1298.5
1,2,1,1284.32
1,2,2,1284.24
1,2,3,1173.34
1,2,4,1241.82
1,2,5,1274.18
1,2,6,1193.77
1,2,7,1289.81
1,2,8,1229.07
1,2,9,1280.41
1,2,10,1311.99
1,2,11,1278.86
1,2,12,1229.66
1,2,13,1264.97
1,2,14,1271.75
1,2,15,1291.57
1,2,16,1267.23
1,2,17,1364.1
1,2,18,1281.19
1,2,19,1228.58
1,2,20,1211.43
1,2,21,1392.89
1,2,22,1331.32
1,2,23,1248.45
1,2,24,1224.92
1,2,25,1349.1
1,2,26,1315.75
1,2,27,1288.48
1,2,28,1205.32
1,2,29,1334.28
1,2,30,1260.48
1,2,31,1121.89
1,3,0,1286.23
1,3,1,1291.15
1,3,2,1304.67
1,3,3,1251.09
1,3,4,1215.63
1,3,5,1272.52
1,3,6,1249.53
1,3,7,1275.84
1,3,8,1374.16
1,3,9,1274.14
1,3,10,1225.9
1,3,11,1194.57
1,3,12,1344.48
1,3,13,1284.57
1,3,14,1338.33
1,3,15,1290.16
1,3,16,1218.37
1,3,17,1223.68
1,3,18,1257.94
1,3,19,1325.06
1,3,20,1246.71
1,3,21,1277.22
1,3,22,1304.01
1,3,23,1274.87
1,3,24,1317.72
1,3,25,1319.77
1,3,26,1299.66
1,3,27,1230.35
1,3,28,1331.26
1,3,29,1278.77
1,3,30,1279.65
1,3,31,1328.16
1,4,0,1294.35
1,4,1,1348.3
1,4,2,1198.66
1,4,3,1370.6
1,4,4,1266.49
1,4,5,1322.95
1,4,6,1349.8
1,4,7,1300.91
1,4,8,1249.25
1,4,9,1291.68
1,4,10,1339.79
1,4,11,1270.11
1,4,12,1249.47
1,4,13,1233.63
1,4,14,1305.48
1,4,15,1278.51
1,4,16,1285.31
1,4,17,1358.02
1,4,18,1299.13
1,4,19,1238.24
1,4,20,1277.97
1,4,21,1246.14
1,4,22,1261.5
1,4,23,1237.49
1,4,24,1341.01
1,4,25,1298.1
1,4,26,1322.93
1,4,27,1146.13
1,4,28,1299.09
1,4,29,1265.62
1,4,30,1304.1
1,4,31,1231.76
1,5,0,1348.38
1,5,1,1330.82
1,5,2,1308.4
1,5,3,1252.17
1,5,4,1239.88
1,5,5,1329.46
1,5,6,1182.7
1,5,7,1292.74
1,5,8,1347.58
1,5,9,1234.76
1,5,10,1353.51
1,5,11,1320.4
1,5,12,1235.68
1,5,13,1290.64
1,5,14,1261.77
1,5,15,1185.04
1,5,16,1432.15
1,5,17,1284.93
1,5,18,1348.43
1,5,19,1324.6
1,5,20,1333.84
1,5,21,1195.37
1,5,22,1318.49
1,5,23,1290.23
1,5,24,1239.49
1,5,25,1290.42
1,5,26,1383.22
1,5,27,1232.9
1,5,28,1178.13
1,5,29,1245.1
1,5,30,1287.26
1,5,31,1338.26
1,6,0,1277.4
1,6,1,1348.7
1,6,2,1436.96
1,6,3,1296.61
1,6,4,1381.28
1,6,5,1262.29
1,6,6,1302.62
1,6,7,1258.42
1,6,8,1333.39
1,6,9,1199.68
1,6,10,1348.93
1,6,11,1231.23
1,6,12,1321.09
1,6,13,1257.87
1,6,14,1267.02
1,6,15,1293.78
1,6,16,1279.12
1,6,17,1258.15
1,6,18,1205.7
1,6,19,1365.29
1,6,20,1296.65
1,6,21,1278.34
1,6,22,1290.42
1,6,23,1241.85
1,6,24,1260.78
1,6,25,1263.87
1,6,26,1243.71
1,6,27,1301.12
1,6,28,1296.44
1,6,29,1298.21
1,6,30,1220.2
1,6,31,1258.35
1,7,0,1253.17
1,7,1,1229.28
1,7,2,1361.54
1,7,3,1279.08
1,7,4,1377.3
1,7,5,1343.85
1,7,6,1235.14
1,7,7,1255.75
1,7,8,1245.27
1,7,9,1321.1
1,7,10,1237.28
1,7,11,1269.3
1,7,12,1204.49
1,7,13,1276.3
1,7,14,1289.47
1,7,15,1307.65
1,7,16,1246.22
1,7,17,1218.02
1,7,18,1252.83
1,7,19,1270.09
1,7,20,1267.67
1,7,21,1276.68
