layer,row,col,temp
1,2,0,117.9
1,2,1,149.0
1,2,2,96.6
1,2,3,128.1
1,2,4,133.2
1,2,5,124.1
1,2,6,90.8
1,2,7,138.2
1,2,8,134.6
1,2,9,122.0
1,2,10,114.1
1,2,11,114.5
1,2,12,108.4
1,2,13,122.8
1,2,14,110.6
1,2,15,93.0
1,2,16,89.0
1,2,17,95.0
1,2,18,114.4
1,2,19,109.5
1,2,20,114.3
1,2,21,120.0
1,2,22,97.5
1,2,23,139.3
1,2,24,104.6
1,2,25,101.3
1,2,26,119.6
1,2,27,73.3
1,2,28,94.2
1,2,29,129.6
1,2,30,75.3
1,2,31,132.4
1,2,32,140.2
1,2,33,102.6
1,2,34,115.8
1,2,35,132.4
1,2,36,100.7
1,2,37,127.4
1,2,38,96.6
1,2,39,100.4
1,2,40,94.0
1,2,41,116.9
1,2,42,133.2
1,2,43,106.3
1,2,44,84.6
1,2,45,88.3
1,2,46,117.9
1,2,47,146.9
1,2,48,117.9
1,2,49,102.3
1,2,50,125.3
1,2,51,105.2
1,2,52,102.4
1,2,53,90.8
1,2,54,138.2
1,2,55,59.2
1,2,56,126.0
1,2,57,100.7
1,2,58,101.8
1,2,59,143.8
1,2,60,95.7
1,2,61,96.4
1,2,62,107.4
1,2,63,118.3
1,3,0,101.2
1,3,1,78.5
1,3,2,92.7
1,3,3,135.6
1,3,4,111.5
1,3,5,119.0
1,3,6,104.8
1,3,7,96.8
1,3,8,143.6
1,3,9,106.2
1,3,10,101.1
1,3,11,131.9
1,3,12,95.6
1,3,13,98.1
1,3,14,110.2
1,3,15,110.0
1,3,16,115.2
1,3,17,151.8
1,3,18,116.7
1,3,19,62.4
1,3,20,116.5
1,3,21,110.8
1,3,22,110.9
1,3,23,114.9
1,3,24,109.4
1,3,25,108.9
1,3,26,122.3
1,3,27,99.2
1,3,28,91.0
1,3,29,170.5
1,3,30,95.7
1,3,31,112.0
1,3,32,80.1
1,3,33,112.3
1,3,34,91.3
1,3,35,101.2
1,3,36,130.9
1,3,37,119.4
1,3,38,121.4
1,3,39,74.6
1,3,40,146.7
1,3,41,86.2
1,3,42,140.6
1,3,43,130.4
1,3,44,121.5
1,3,45,92.9
1,3,46,113.0
1,3,47,100.6
1,3,48,110.6
1,3,49,105.0
1,3,50,69.2
1,3,51,132.4
1,3,52,108.4
1,3,53,100.3
1,3,54,98.8
1,3,55,117.2
1,3,56,92.1
1,3,57,64.9
1,3,58,118.1
1,3,59,120.4
1,3,60,106.0
1,3,61,87.0
1,3,62,111.8
1,3,63,80.7
1,4,0,89.5
1,4,1,95.0
1,4,2,126.9
1,4,3,102.7
1,4,4,101.0
1,4,5,149.1
1,4,6,117.0
1,4,7,116.8
1,4,8,102.6
1,4,9,98.1
1,4,10,66.3
1,4,11,129.4
1,4,12,119.0
1,4,13,106.4
1,4,14,107.3
1,4,15,124.7
1,4,16,78.9
1,4,17,98.2
1,4,18,87.3
1,4,19,145.4
1,4,20,127.5
1,4,21,65.9
1,4,22,79.7
1,4,23,107.4
1,4,24,100.6
1,4,25,83.5
1,4,26,148.9
1,4,27,116.3
1,4,28,119.5
1,4,29,96.2
1,4,30,124.4
1,4,31,102.4
1,4,32,104.3
1,4,33,122.2
1,4,34,77.4
1,4,35,141.9
1,4,36,113.6
1,4,37,135.6
1,4,38,88.5
1,4,39,91.5
1,4,40,86.8
1,4,41,115.0
1,4,42,111.3
1,4,43,100.7
1,4,44,89.7
1,4,45,84.7
1,4,46,109.0
1,4,47,100.7
1,4,48,96.3
1,4,49,140.9
1,4,50,108.4
1,4,51,135.4
1,4,52,99.3
1,4,53,114.9
1,4,54,108.9
1,4,55,76.0
1,4,56,138.6
1,4,57,107.3
1,4,58,124.9
1,4,59,95.0
1,4,60,106.7
1,4,61,92.7
1,4,62,134.7
1,4,63,116.2
1,5,0,117.3
1,5,1,137.2
1,5,2,133.1
1,5,3,125.3
1,5,4,81.6
1,5,5,96.1
1,5,6,89.9
1,5,7,124.6
1,5,8,113.4
1,5,9,82.2
1,5,10,106.2
1,5,11,80.1
1,5,12,108.9
1,5,13,76.9
1,5,14,120.6
1,5,15,117.6
1,5,16,148.2
1,5,17,127.0
1,5,18,101.5
1,5,19,126.4
1,5,20,82.0
1,5,21,90.8
1,5,22,116.7
1,5,23,66.8
1,5,24,109.3
1,5,25,89.6
1,5,26,112.0
1,5,27,88.4
1,5,28,118.5
1,5,29,110.4
1,5,30,138.0
1,5,31,110.1
1,5,32,94.6
1,5,33,105.1
1,5,34,83.1
1,5,35,118.1
1,5,36,121.8
1,5,37,159.4
1,5,38,97.6
1,5,39,104.6
1,5,40,98.5
1,5,41,114.2
1,5,42,117.6
1,5,43,108.9
1,5,44,131.7
1,5,45,97.7
1,5,46,129.7
1,5,47,120.8
1,5,48,109.8
1,5,49,103.7
1,5,50,158.5
1,5,51,93.7
1,5,52,116.0
1,5,53,95.0
1,5,54,145.7
1,5,55,127.7
1,5,56,96.4
1,5,57,120.3
1,5,58,115.2
1,5,59,99.7
1,5,60,125.2
1,5,61,117.8
1,5,62,114.3
1,5,63,109.2
1,6,0,118.6
1,6,1,114.6
1,6,2,111.2
1,6,3,97.2
1,6,4,143.9
1,6,5,89.0
1,6,6,118.6
1,6,7,103.6
1,6,8,145.2
1,6,9,91.9
1,6,10,95.3
1,6,11,90.6
1,6,12,116.5
1,6,13,82.5
1,6,14,100.4
1,6,15,67.0
1,6,16,114.8
1,6,17,100.0
1,6,18,80.2
1,6,19,131.7
1,6,20,83.8
1,6,21,125.9
1,6,22,96.0
1,6,23,142.0
1,6,24,125.0
1,6,25,89.8
1,6,26,91.7
1,6,27,122.1
1,6,28,104.8
1,6,29,106.6
1,6,30,135.4
1,6,31,95.0
1,6,32,111.8
1,6,33,129.1
1,6,34,126.2
1,6,35,106.8
1,6,36,104.2
1,6,37,75.2
1,6,38,88.9
1,6,39,116.4
1,6,40,107.2
1,6,41,111.5
1,6,42,130.8
1,6,43,86.3
1,6,44,105.3
1,6,45,113.8
1,6,46,95.9
1,6,47,138.6
1,6,48,128.2
1,6,49,115.8
1,6,50,145.9
1,6,51,80.0
1,6,52,109.8
1,6,53,117.3
1,6,54,91.7
1,6,55,116.0
1,6,56,87.9
1,6,57,123.8
1,6,58,131.2
1,6,59,115.4
1,6,60,72.9
1,6,61,90.7
1,6,62,121.3
1,6,63,110.4
1,7,0,56.1
1,7,1,134.9
1,7,2,112.7
1,7,3,93.6
1,7,4,129.9
1,7,5,96.4
1,7,6,96.2
1,7,7,117.2
1,7,8,145.6
1,7,9,142.5
1,7,10,117.2
1,7,11,119.2
1,7,12,125.8
1,7,13,84.9
1,7,14,122.9
1,7,15,95.3
1,7,16,116.4
1,7,17,105.5
1,7,18,120.0
1,7,19,112.4
1,7,20,48.5
1,7,21,113.6
1,7,22,122.8
1,7,23,118.9
1,7,24,107.9
1,7,25,142.8
1,7,26,116.2
1,7,27,118.8
1,7,28,130.9
1,7,29,117.3
1,7,30,92.0
1,7,31,61.2
1,7,32,100.5
1,7,33,125.2
1,7,34,102.9
1,7,35,126.0
1,7,36,113.0
1,7,37,135.8
1,7,38,104.1
1,7,39,119.4
1,7,40,120.1
1,7,41,140.0
1,7,42,75.9
1,7,43,100.8
1,7,44,127.0
1,7,45,140.9
1,7,46,114.8
1,7,47,104.1
1,7,48,125.1
1,7,49,127.4
1,7,50,102.8
1,7,51,116.6
1,7,52,133.6
1,7,53,147.8
1,7,54,124.9
1,7,55,110.9
1,7,56,108.9
1,7,57,121.1
1,7,58,107.7
1,7,59,113.8
1,7,60,88.8
1,7,61,135.9
1,7,62,87.2
1,7,63,101.4
1,8,0,112.0
1,8,1,149.8
1,8,2,101.5
1,8,3,96.7
1,8,4,99.0
1,8,5,143.2
1,8,6,53.8
1,8,7,89.9
1,8,8,164.6
1,8,9,121.8
1,8,10,87.9
1,8,11,109.2
1,8,12,111.3
1,8,13,126.9
1,8,14,146.8
1,8,15,117.8
1,8,16,99.2
1,8,17,125.7
1,8,18,96.0
1,8,19,89.3
1,8,20,74.8
1,8,21,78.7
1,8,22,92.1
1,8,23,86.4
1,8,24,116.3
1,8,25,86.0
1,8,26,47.1
1,8,27,89.1
1,8,28,100.6
1,8,29,97.9
1,8,30,140.4
1,8,31,97.7
1,8,32,127.6
1,8,33,109.6
1,8,34,109.2
1,8,35,93.3
1,8,36,108.8
1,8,37,94.7
1,8,38,113.4
1,8,39,105.3
1,8,40,91.1
1,8,41,129.8
1,8,42,118.5
1,8,43,101.0
1,8,44,112.9
1,8,45,108.3
1,8,46,92.6
1,8,47,111.4
1,8,48,97.6
1,8,49,91.1
1,8,50,77.5
1,8,51,102.8
1,8,52,121.3
1,8,53,96.1
1,8,54,160.4
1,8,55,127.7
1,8,56,136.1
1,8,57,125.9
1,8,58,147.1
1,8,59,94.3
1,8,60,58.8
1,8,61,101.1
1,8,62,121.2
1,8,63,113.0
1,9,0,115.5
1,9,1,136.4
1,9,2,117.6
1,9,3,126.0
1,9,4,91.2
1,9,5,88.1
1,9,6,142.3
1,9,7,112.0
1,9,8,97.5
1,9,9,97.6
1,9,10,97.0
1,9,11,95.8
1,9,12,84.3
1,9,13,80.0
1,9,14,106.1
1,9,15,98.1
1,9,16,132.1
1,9,17,115.9
1,9,18,115.3
1,9,19,95.1
1,9,20,107.6
1,9,21,117.2
1,9,22,124.3
1,9,23,108.1
1,9,24,131.6
1,9,25,110.2
1,9,26,125.9
1,9,27,100.2
1,9,28,73.7
1,9,29,115.4
1,9,30,124.5
1,9,31,121.5
1,9,32,118.4
1,9,33,103.0
1,9,34,93.9
1,9,35,121.0
1,9,36,118.5
1,9,37,98.8
1,9,38,132.2
1,9,39,92.3
1,9,40,98.3
1,9,41,142.7
1,9,42,127.4
1,9,43,102.8
1,9,44,115.7
1,9,45,113.1
1,9,46,55.1
1,9,47,91.9
1,9,48,109.0
1,9,49,102.9
1,9,50,114.9
1,9,51,132.6
1,9,52,103.6
1,9,53,88.8
1,9,54,116.5
1,9,55,103.5
1,9,56,106.9
1,9,57,104.2
1,9,58,154.8
1,9,59,65.2
1,9,60,102.2
1,9,61,109.9
1,9,62,94.4
1,9,63,128.0
1,10,0,126.3
1,10,1,109.0
1,10,2,104.6
1,10,3,107.8
1,10,4,107.9
1,10,5,108.4
1,10,6,106.2
1,10,7,115.0
1,10,8,125.1
1,10,9,85.4
1,10,10,89.0
1,10,11,75.0
1,10,12,127.3
1,10,13,115.0
1,10,14,120.1
1,10,15,81.4
1,10,16,145.7
1,10,17,97.8
1,10,18,113.4
1,10,19,127.1
1,10,20,90.3
1,10,21,99.1
1,10,22,113.6
1,10,23,167.1
1,10,24,116.0
1,10,25,142.1
1,10,26,134.1
1,10,27,117.4
1,10,28,90.2
1,10,29,131.2
1,10,30,80.0
1,10,31,142.0
1,10,32,114.0
1,10,33,57.0
1,10,34,103.2
1,10,35,123.1
1,10,36,105.3
1,10,37,124.3
1,10,38,93.0
1,10,39,83.9
1,10,40,108.6
1,10,41,110.6
1,10,42,103.0
1,10,43,134.5
1,10,44,93.0
1,10,45,116.3
1,10,46,111.4
1,10,47,1750.8
1,10,48,1795.2
1,10,49,1761.6
1,10,50,1833.5
1,10,51,1641.2
1,10,52,75.5
1,10,53,47.8
1,10,54,124.7
1,10,55,108.1
1,10,56,132.8
1,10,57,1764.3
1,10,58,1843.1
1,10,59,1761.6
1,10,60,1714.5
1,10,61,1772.9
1,10,62,110.5
1,10,63,120.9
1,11,0,109.7
1,11,1,129.5
1,11,2,100.8
1,11,3,83.4
1,11,4,149.5
1,11,5,97.9
1,11,6,98.6
1,11,7,108.7
1,11,8,111.3
1,11,9,102.3
1,11,10,109.7
1,11,11,109.2
1,11,12,113.5
1,11,13,62.9
1,11,14,147.6
1,11,15,107.1
1,11,16,121.6
1,11,17,82.4
1,11,18,100.6
1,11,19,96.6
1,11,20,139.4
1,11,21,98.3
1,11,22,125.2
1,11,23,97.0
1,11,24,100.9
1,11,25,105.1
1,11,26,135.7
1,11,27,72.2
1,11,28,83.7
1,11,29,71.1
1,11,30,88.2
1,11,31,93.8
1,11,32,77.7
1,11,33,95.3
1,11,34,69.7
1,11,35,89.6
1,11,36,134.0
1,11,37,118.1
1,11,38,113.7
1,11,39,89.9
1,11,40,79.3
1,11,41,87.2
1,11,42,109.1
1,11,43,127.4
1,11,44,128.0
1,11,45,122.6
1,11,46,95.2
1,11,47,1899.3
1,11,48,1883.4
1,11,49,1844.5
1,11,50,1721.1
1,11,51,1827.6
1,11,52,105.3
1,11,53,134.2
1,11,54,80.7
1,11,55,97.1
1,11,56,1820.7
1,11,57,1814.5
1,11,58,1796.8
1,11,59,1669.3
1,11,60,1781.3
1,11,61,1743.0
1,11,62,92.6
1,11,63,111.7
1,12,0,92.0
1,12,1,103.3
1,12,2,153.1
1,12,3,111.9
1,12,4,86.2
1,12,5,113.6
1,12,6,83.0
1,12,7,86.0
1,12,8,89.2
1,12,9,101.1
1,12,10,128.7
1,12,11,121.6
1,12,12,120.5
1,12,13,88.0
1,12,14,99.2
1,12,15,115.4
1,12,16,97.4
1,12,17,104.4
1,12,18,118.8
1,12,19,103.0
1,12,20,114.5
1,12,21,141.9
1,12,22,106.6
1,12,23,133.6
1,12,24,121.2
1,12,25,80.7
1,12,26,88.0
1,12,27,93.3
1,12,28,92.9
1,12,29,108.2
1,12,30,122.3
1,12,31,135.1
1,12,32,116.2
1,12,33,101.1
1,12,34,68.4
1,12,35,111.4
1,12,36,110.5
1,12,37,113.7
1,12,38,152.1
1,12,39,134.8
1,12,40,125.7
1,12,41,90.8
1,12,42,99.7
1,12,43,108.1
1,12,44,94.5
1,12,45,120.0
1,12,46,117.1
1,12,47,1791.0
1,12,48,1792.7
1,12,49,1708.0
1,12,50,1747.5
1,12,51,1862.6
1,12,52,115.6
1,12,53,129.5
1,12,54,103.3
1,12,55,126.6
1,12,56,1778.2
1,12,57,1769.3
1,12,58,1849.2
1,12,59,1616.0
1,12,60,1800.1
1,12,61,1870.0
1,12,62,139.9
1,12,63,131.1
1,13,0,123.7
1,13,1,91.8
1,13,2,144.6
1,13,3,120.7
1,13,4,102.3
1,13,5,96.6
1,13,6,115.1
1,13,7,76.6
1,13,8,124.0
1,13,9,90.9
1,13,10,117.4
1,13,11,99.6
1,13,12,104.7
1,13,13,94.9
1,13,14,106.8
1,13,15,147.8
1,13,16,137.7
1,13,17,117.1
1,13,18,109.5
1,13,19,126.9
1,13,20,132.6
1,13,21,93.4
1,13,22,108.5
1,13,23,73.6
1,13,24,132.5
1,13,25,151.3
1,13,26,111.6
1,13,27,67.5
1,13,28,122.2
1,13,29,91.9
1,13,30,96.7
1,13,31,122.5
1,13,32,115.1
1,13,33,100.2
1,13,34,97.0
1,13,35,112.5
1,13,36,101.8
1,13,37,87.8
1,13,38,103.3
1,13,39,116.8
1,13,40,106.4
1,13,41,81.7
1,13,42,129.8
1,13,43,55.2
1,13,44,101.1
1,13,45,97.6
1,13,46,113.0
1,13,47,1833.2
1,13,48,1709.7
1,13,49,1706.0
1,13,50,1710.7
1,13,51,113.9
1,13,52,75.8
1,13,53,148.0
1,13,54,81.2
1,13,55,1674.1
1,13,56,1726.4
1,13,57,1742.9
1,13,58,1751.8
1,13,59,1778.6
1,13,60,1757.6
1,13,61,108.7
1,13,62,98.7
1,13,63,96.5
1,14,0,118.6
1,14,1,131.5
1,14,2,103.1
1,14,3,125.6
1,14,4,111.0
1,14,5,92.1
1,14,6,104.8
1,14,7,104.0
1,14,8,96.1
1,14,9,118.6
1,14,10,114.7
1,14,11,78.2
1,14,12,77.0
1,14,13,118.5
1,14,14,93.7
1,14,15,116.0
1,14,16,125.6
1,14,17,84.6
1,14,18,81.8
1,14,19,143.5
1,14,20,117.0
1,14,21,101.6
1,14,22,91.3
1,14,23,99.8
1,14,24,86.2
1,14,25,127.7
1,14,26,94.5
1,14,27,131.9
1,14,28,102.0
1,14,29,89.1
1,14,30,101.5
1,14,31,57.5
1,14,32,107.6
1,14,33,106.6
1,14,34,126.5
1,14,35,72.3
1,14,36,133.2
1,14,37,126.4
1,14,38,135.0
1,14,39,108.9
1,14,40,130.3
1,14,41,80.6
1,14,42,124.3
1,14,43,94.6
1,14,44,77.0
1,14,45,87.5
1,14,46,110.1
1,14,47,1755.0
1,14,48,1796.5
1,14,49,1600.5
1,14,50,67.5
1,14,51,137.4
1,14,52,128.1
1,14,53,89.0
1,14,54,1805.0
1,14,55,1706.6
1,14,56,1733.6
1,14,57,1858.6
1,14,58,1747.3
1,14,59,1910.9
1,14,60,110.6
1,14,61,109.6
1,14,62,104.5
1,14,63,102.2
1,15,0,111.5
1,15,1,110.7
1,15,2,89.0
1,15,3,126.0
1,15,4,90.5
1,15,5,105.6
1,15,6,104.1
1,15,7,117.2
1,15,8,67.6
1,15,9,127.8
1,15,10,96.5
1,15,11,134.4
1,15,12,100.4
1,15,13,109.0
1,15,14,148.3
1,15,15,104.5
1,15,16,134.8
1,15,17,110.8
1,15,18,118.3
1,15,19,111.4
1,15,20,127.0
1,15,21,96.3
1,15,22,90.3
1,15,23,97.2
1,15,24,112.0
1,15,25,105.6
1,15,26,124.2
1,15,27,136.1
1,15,28,90.5
1,15,29,95.3
1,15,30,81.3
1,15,31,150.6
1,15,32,116.1
1,15,33,119.6
1,15,34,83.2
1,15,35,110.0
1,15,36,120.2
1,15,37,104.9
1,15,38,131.5
1,15,39,156.2
1,15,40,91.1
1,15,41,89.6
1,15,42,92.4
1,15,43,142.1
1,15,44,130.8
1,15,45,107.3
1,15,46,110.7
1,15,47,1799.1
1,15,48,1702.2
1,15,49,102.4
1,15,50,104.8
1,15,51,122.2
1,15,52,106.2
1,15,53,105.3
1,15,54,1779.5
1,15,55,1759.9
1,15,56,1756.1
1,15,57,1813.5
1,15,58,1796.7
1,15,59,106.0
1,15,60,95.8
1,15,61,123.1
1,15,62,113.4
1,15,63,81.5
1,16,0,103.4
1,16,1,108.3
1,16,2,99.8
1,16,3,139.6
1,16,4,119.6
1,16,5,137.5
1,16,6,115.3
1,16,7,111.6
1,16,8,91.3
1,16,9,110.2
1,16,10,110.3
1,16,11,82.7
1,16,12,99.2
1,16,13,103.5
1,16,14,118.3
1,16,15,119.2
1,16,16,98.4
1,16,17,119.4
1,16,18,106.4
1,16,19,52.6
1,16,20,100.3
1,16,21,131.6
1,16,22,76.4
1,16,23,112.3
1,16,24,141.7
1,16,25,94.8
1,16,26,110.0
1,16,27,83.9
1,16,28,142.5
1,16,29,108.3
1,16,30,110.9
1,16,31,137.1
1,16,32,123.2
1,16,33,92.5
1,16,34,97.1
1,16,35,119.9
1,16,36,97.5
1,16,37,67.7
1,16,38,108.9
1,16,39,80.4
1,16,40,142.3
1,16,41,113.5
1,16,42,91.9
1,16,43,96.0
1,16,44,72.2
1,16,45,88.0
1,16,46,130.3
1,16,47,1680.8
1,16,48,1721.6
1,16,49,108.2
1,16,50,101.4
1,16,51,90.9
1,16,52,151.2
1,16,53,106.2
1,16,54,152.3
1,16,55,1767.3
1,16,56,1802.3
1,16,57,1780.0
1,16,58,1783.0
1,16,59,108.4
1,16,60,108.8
1,16,61,169.9
1,16,62,88.5
1,16,63,114.6
1,17,0,122.3
1,17,1,110.0
1,17,2,112.2
1,17,3,89.1
1,17,4,112.1
1,17,5,120.2
1,17,6,116.6
1,17,7,121.4
1,17,8,138.3
1,17,9,128.7
1,17,10,111.4
1,17,11,86.6
1,17,12,98.0
1,17,13,105.6
1,17,14,115.0
1,17,15,100.4
1,17,16,91.3
1,17,17,86.2
1,17,18,77.0
1,17,19,105.3
1,17,20,80.6
1,17,21,90.0
1,17,22,102.1
1,17,23,83.3
1,17,24,117.6
1,17,25,124.8
1,17,26,99.0
1,17,27,101.3
1,17,28,120.7
1,17,29,95.7
1,17,30,94.3
1,17,31,133.9
1,17,32,127.7
1,17,33,122.0
1,17,34,128.5
1,17,35,70.5
1,17,36,137.1
1,17,37,117.8
1,17,38,130.2
1,17,39,117.7
1,17,40,111.0
1,17,41,104.5
1,17,42,117.3
1,17,43,103.8
1,17,44,127.4
1,17,45,78.3
1,17,46,99.2
1,17,47,1778.6
1,17,48,1771.0
1,17,49,1776.6
1,17,50,92.3
1,17,51,116.7
1,17,52,95.3
1,17,53,106.3
1,17,54,127.0
1,17,55,96.0
1,17,56,1804.7
1,17,57,1753.3
1,17,58,1837.5
1,17,59,112.8
1,17,60,174.8
1,17,61,131.1
1,17,62,116.5
1,17,63,92.5
1,18,0,108.1
1,18,1,138.5
1,18,2,144.2
1,18,3,139.6
1,18,4,125.7
1,18,5,84.9
1,18,6,119.7
1,18,7,85.2
1,18,8,80.3
1,18,9,114.8
1,18,10,120.5
1,18,11,128.1
1,18,12,119.9
1,18,13,120.6
1,18,14,90.3
1,18,15,107.9
1,18,16,79.9
1,18,17,69.9
1,18,18,124.8
1,18,19,94.9
1,18,20,127.4
1,18,21,132.2
1,18,22,97.6
1,18,23,121.8
1,18,24,96.8
1,18,25,73.1
1,18,26,112.5
1,18,27,100.6
1,18,28,101.2
1,18,29,149.5
1,18,30,79.5
1,18,31,117.7
1,18,32,90.1
1,18,33,128.2
1,18,34,116.0
1,18,35,117.6
1,18,36,91.1
1,18,37,94.7
1,18,38,128.5
1,18,39,145.4
1,18,40,119.6
1,18,41,92.1
1,18,42,116.8
1,18,43,158.5
1,18,44,112.0
1,18,45,139.2
1,18,46,95.2
1,18,47,1747.2
1,18,48,1801.5
1,18,49,1770.2
1,18,50,1737.3
1,18,51,93.8
1,18,52,129.8
1,18,53,133.8
1,18,54,140.2
1,18,55,146.1
1,18,56,112.7
1,18,57,1747.0
1,18,58,1765.2
1,18,59,1733.5
1,18,60,90.4
1,18,61,89.3
1,18,62,119.8
1,18,63,106.5
1,19,0,109.5
1,19,1,131.5
1,19,2,125.2
1,19,3,136.6
1,19,4,71.4
1,19,5,115.1
1,19,6,123.9
1,19,7,79.5
1,19,8,96.9
1,19,9,93.2
1,19,10,110.4
1,19,11,142.6
1,19,12,150.5
1,19,13,93.7
1,19,14,120.5
1,19,15,121.2
1,19,16,117.8
1,19,17,118.0
1,19,18,116.1
1,19,19,143.8
1,19,20,132.0
1,19,21,88.8
1,19,22,125.9
1,19,23,127.8
1,19,24,116.3
1,19,25,132.6
1,19,26,113.8
1,19,27,114.0
1,19,28,112.4
1,19,29,69.6
1,19,30,108.4
1,19,31,96.6
1,19,32,86.3
1,19,33,138.7
1,19,34,120.1
1,19,35,109.4
1,19,36,98.7
1,19,37,115.9
1,19,38,129.8
1,19,39,93.5
1,19,40,109.9
1,19,41,127.4
1,19,42,71.3
1,19,43,108.8
1,19,44,101.4
1,19,45,107.3
1,19,46,100.0
1,19,47,1769.4
1,19,48,1726.2
1,19,49,1816.1
1,19,50,1815.3
1,19,51,1811.9
1,19,52,99.0
1,19,53,146.3
1,19,54,110.1
1,19,55,145.6
1,19,56,125.0
1,19,57,1777.7
1,19,58,1740.3
1,19,59,1873.5
1,19,60,1798.2
1,19,61,127.9
1,19,62,109.7
1,19,63,103.7
1,20,0,105.0
1,20,1,129.8
1,20,2,134.5
1,20,3,96.7
1,20,4,96.6
1,20,5,117.6
1,20,6,140.6
1,20,7,132.9
1,20,8,85.0
1,20,9,104.7
1,20,10,91.4
1,20,11,104.6
1,20,12,142.1
1,20,13,81.5
1,20,14,77.6
1,20,15,93.4
1,20,16,115.7
1,20,17,122.4
1,20,18,118.7
1,20,19,133.5
1,20,20,74.7
1,20,21,133.8
1,20,22,103.8
1,20,23,124.6
1,20,24,83.5
1,20,25,110.1
1,20,26,114.7
1,20,27,133.1
1,20,28,78.3
1,20,29,110.6
1,20,30,88.3
1,20,31,120.1
1,20,32,125.5
1,20,33,135.7
1,20,34,99.3
1,20,35,128.5
1,20,36,137.2
1,20,37,77.1
1,20,38,122.2
1,20,39,129.2
1,20,40,104.8
1,20,41,85.8
1,20,42,128.9
1,20,43,86.0
1,20,44,106.4
1,20,45,109.2
1,20,46,124.3
1,20,47,1820.9
1,20,48,1663.7
1,20,49,1711.8
1,20,50,1828.9
1,20,51,1792.5
1,20,52,79.9
1,20,53,116.3
1,20,54,88.3
1,20,55,130.4
1,20,56,91.2
1,20,57,1763.5
1,20,58,1728.5
1,20,59,1802.0
1,20,60,1802.7
1,20,61,1744.7
1,20,62,109.9
1,20,63,83.4
1,21,0,124.6
1,21,1,108.9
1,21,2,133.2
1,21,3,95.8
1,21,4,78.0
1,21,5,109.3
1,21,6,135.9
1,21,7,113.2
1,21,8,106.0
1,21,9,92.6
1,21,10,145.2
1,21,11,89.4
1,21,12,95.5
1,21,13,121.4
1,21,14,72.9
1,21,15,135.5
1,21,16,122.5
1,21,17,128.0
1,21,18,121.2
1,21,19,106.8
1,21,20,88.7
1,21,21,107.2
1,21,22,90.5
1,21,23,119.7
1,21,24,1685.4
1,21,25,1826.1
1,21,26,1800.6
1,21,27,1680.0
1,21,28,1774.9
1,21,29,1798.2
1,21,30,1809.7
1,21,31,1787.0
1,21,32,1793.8
1,21,33,1864.7
1,21,34,1849.9
1,21,35,1604.3
1,21,36,1757.3
1,21,37,1766.5
1,21,38,1671.2
1,21,39,1782.0
1,21,40,1851.3
1,21,41,1711.1
